CIK,Name,Filing Date,Filing Year,Total asset check,Account receivable,Accumulated depreciation and amortization,Cash and cash equivalents,Cash and securities segregated for benefit of customers,Deferred tax asset,Deposits with clearing organizations,Due from customer and counterparties,Due from employees,Due from parent and affiliates,Exchange memberships,"Financial instruments owned, at fair value",Fixed assets,"Goodwill, net amortization",Other assets,Other receivables,Prepaid expenses and other assets,"Property, plant and equipment",Receivable from broker-dealers,Receivables from customers and counterparties,Reverse Repurchase Agreements (reverse-repo),Securities received as collateral,Total assets,U.S. government and government agency
803012,TD SECURITIES (USA) LLC ,2011-12-21,2010,Total asset not found,,,203801000.0,,39513000.0,,,,,,10383368000.0,16456000.0,,1399381000.0,104143000.0,,,238949000.0,,13238006000.0,,,
803012,TD SECURITIES (USA) LLC ,2012-12-26,2011,Total asset not found,,,161668000.0,,48809000.0,,,,,,15491735000.0,24501000.0,,1594794000.0,95135000.0,,,172224000.0,,18271867000.0,,,
803012,TD SECURITIES (USA) LLC ,2013-12-26,2012,Total asset found & match,,,148812000.0,,69278000.0,,,,,,15163129000.0,24696000.0,,937023000.0,113113000.0,,,620763000.0,,16746004000.0,,33822818000.0,
803012,TD SECURITIES (USA) LLC ,2014-12-30,2013,Total asset found & match,,,185532000.0,,50215000.0,,,,,,14075502000.0,24976000.0,,1197507000.0,157913000.0,,,660953000.0,,19566111000.0,,35918709000.0,
803012,TD SECURITIES (USA) LLC ,2015-12-22,2014,Total asset found & match,,,186855000.0,,33972000.0,,,,,,11437747000.0,23421000.0,,1608443000.0,156196000.0,,,1820897000.0,,19551299000.0,,34818830000.0,
803012,TD SECURITIES (USA) LLC ,2016-12-22,2015,Total asset found & match,,,211950000.0,,50949000.0,,,,,,13915989000.0,22552000.0,,1379511000.0,172715000.0,,,566271000.0,,21177908000.0,,37497845000.0,
803012,TD SECURITIES (USA) LLC ,2018-03-22,2017,Total asset found & match,,,212324000.0,,42425000.0,,,,,,13898924000.0,36555000.0,,2262413000.0,191195000.0,,,260112000.0,,29477612000.0,,46381560000.0,
803012,TD SECURITIES (USA) LLC ,2019-12-20,2018,Total asset found & match,,,323290000.0,,48823000.0,,,,,,9447633000.0,38391000.0,,1786082000.0,147592000.0,,,320819000.0,,20570010000.0,,32682640000.0,
803012,TD SECURITIES (USA) LLC ,2020-12-22,2019,Total asset found & match,,,398329000.0,,67812000.0,,,,,,12873704000.0,105343000.0,,3539459000.0,126137000.0,,,307028000.0,,22235277000.0,,39653089000.0,
851376,BARCLAYS CAPITAL INC. ,2002-03-01,2001,Total asset found & match,,,343478000.0,,,,,,,2768000.0,6980603000.0,,,43715072000.0,105577000.0,,,4731244000.0,21365000.0,16738508000.0,,72638615000.0,
851376,BARCLAYS CAPITAL INC. ,2003-03-03,2002,Total asset found & match,,,1039631000.0,,,,,,,5930000.0,21245010000.0,,,40798285000.0,262743000.0,,,1712398000.0,149825000.0,38155586000.0,,103369408000.0,
851376,BARCLAYS CAPITAL INC. ,2004-03-01,2003,Total asset found & match,,,1895568000.0,,,,,,,8282000.0,24293828000.0,,,44982023000.0,263817000.0,,,6073452000.0,659309000.0,35474658000.0,,113650937000.0,
851376,BARCLAYS CAPITAL INC. ,2005-03-02,2004,Total asset found & match,,,1107251000.0,,,,,,,5920000.0,52700754000.0,,,65406961000.0,467645000.0,,,9131634000.0,3402284000.0,42714642000.0,,174937091000.0,
851376,BARCLAYS CAPITAL INC. ,2006-03-01,2005,Total asset found & match,,,3497947000.0,,,,,,,5484000.0,46255942000.0,,,77738250000.0,563429000.0,,,5427999000.0,1063306000.0,59884439000.0,,194436796000.0,
851376,BARCLAYS CAPITAL INC. ,2007-03-14,2006,Total asset found & match,,,4752983000.0,,,,,,,5604000.0,56461499000.0,,,78420428000.0,636866000.0,,,4317540000.0,2175148000.0,89252590000.0,,236022658000.0,
851376,BARCLAYS CAPITAL INC. ,2008-02-29,2007,Total asset found & match,,,5201283000.0,,,,,,,3466000.0,48713456000.0,,,77111876000.0,432242000.0,,,10526075000.0,4225742000.0,151607276000.0,,297821416000.0,
851376,BARCLAYS CAPITAL INC. ,2009-03-02,2008,Total asset found & match,,,10942019000.0,,,,,,,2968000.0,58725696000.0,,,37230895000.0,651977000.0,,,13523861000.0,5502968000.0,113848743000.0,,240429127000.0,
851376,BARCLAYS CAPITAL INC. ,2010-03-01,2009,Total asset found & match,,,1114000000.0,5249000000.0,,,,,,4000000.0,67060000000.0,,,45024000000.0,407000000.0,,,9170000000.0,7988000000.0,167793000000.0,23067000000.0,326876000000.0,
851376,BARCLAYS CAPITAL INC. ,2011-03-15,2010,Total asset found & match,,,522000000.0,5544000000.0,,,,,,,79361000000.0,,,53665000000.0,383000000.0,,,7250000000.0,8223000000.0,159454000000.0,15705000000.0,330107000000.0,
851376,BARCLAYS CAPITAL INC. ,2012-02-29,2011,Total asset found & match,,,967000000.0,2861000000.0,,,,,,,65854000000.0,,,41701000000.0,293000000.0,,,10089000000.0,8890000000.0,156759000000.0,19062000000.0,306476000000.0,
851376,BARCLAYS CAPITAL INC. ,2013-03-01,2012,Total asset found & match,,,252000000.0,5381000000.0,,,,,,,69750000000.0,,,48861000000.0,317000000.0,,,8367000000.0,7548000000.0,148046000000.0,20541000000.0,309063000000.0,
851376,BARCLAYS CAPITAL INC. ,2014-03-04,2013,Total asset found & match,,,765000000.0,5258000000.0,,,,,,,46669000000.0,,,65975000000.0,237000000.0,,,12028000000.0,14842000000.0,130669000000.0,27163000000.0,303606000000.0,
851376,BARCLAYS CAPITAL INC. ,2015-03-02,2014,Total asset found & match,,,637000000.0,3593000000.0,,,,,,,38312000000.0,,,58454000000.0,165000000.0,,,13812000000.0,11849000000.0,74705000000.0,46499000000.0,248026000000.0,
851376,BARCLAYS CAPITAL INC. ,2016-02-29,2015,Total asset found & match,,,158000000.0,4682000000.0,,35818000000.0,,,,,30689000000.0,,,212000000.0,146000000.0,,,11795000000.0,6587000000.0,46880000000.0,35122000000.0,172089000000.0,
851376,BARCLAYS CAPITAL INC. ,2017-03-01,2016,Total asset found & match,,,151000000.0,4641000000.0,,,,,,,56747000000.0,,,217000000.0,134000000.0,,,10458000000.0,13976000000.0,32564000000.0,33623000000.0,152511000000.0,
851376,BARCLAYS CAPITAL INC. ,2018-02-28,2017,Total asset found & match,,,205000000.0,3256000000.0,,25397000000.0,,,,,25358000000.0,,,146000000.0,206000000.0,,,7493000000.0,8118000000.0,36281000000.0,,106460000000.0,
851376,BARCLAYS CAPITAL INC. ,2019-03-01,2018,Total asset found & match,,,273000000.0,3284000000.0,,,,,,,55569000000.0,,,133000000.0,53000000.0,,,5353000000.0,6967000000.0,34034000000.0,,105666000000.0,
851376,BARCLAYS CAPITAL INC. ,2020-03-06,2019,Total asset found & match,,,918000000.0,2537000000.0,,,,,,,47283000000.0,,,485000000.0,39000000.0,,,6260000000.0,9564000000.0,32081000000.0,,99167000000.0,
851376,BARCLAYS CAPITAL INC. ,2021-03-01,2020,Total asset found & match,,,255000000.0,1976000000.0,,,,,,,54626000000.0,,,733000000.0,4000000.0,,,10391000000.0,10994000000.0,33574000000.0,38000000.0,112591000000.0,
853784,HSBC SECURITIES (USA) INC. ,2002-03-01,2001,Total asset found & match,,,173359000.0,,,,,,,,18851647000.0,,,273807000.0,4194137000.0,,,4698136000.0,,5855491000.0,1179555000.0,35226132000.0,
853784,HSBC SECURITIES (USA) INC. ,2006-03-01,2005,Total asset found & match,,,190360000.0,,,,,,,,21828991000.0,,14419000.0,318581000.0,15861528000.0,,,2029265000.0,,9632636000.0,149909000.0,50025689000.0,
853784,HSBC SECURITIES (USA) INC. ,2007-03-01,2006,Total asset found & match,,,298234000.0,,,,,,,,29077760000.0,,14419000.0,296578000.0,35553828000.0,,,3566309000.0,,12335193000.0,293115000.0,81435436000.0,
853784,HSBC SECURITIES (USA) INC. ,2007-03-09,2006,Total asset found & match,,,298234000.0,,,,,,,,29077760000.0,,14419000.0,296578000.0,35553828000.0,,,3566309000.0,,12335193000.0,293115000.0,81435436000.0,
853784,HSBC SECURITIES (USA) INC. ,2008-02-29,2007,Total asset found & match,,,346495000.0,,,,,,,,19816049000.0,,14419000.0,315330000.0,33093883000.0,,,3349282000.0,,11820386000.0,79763000.0,68835607000.0,
853784,HSBC SECURITIES (USA) INC. ,2009-03-02,2008,Total asset found & match,,,721565000.0,,,,,,,,14045810000.0,,14419000.0,241924000.0,23827406000.0,,,3856652000.0,,17776844000.0,1059238000.0,61543858000.0,
853784,HSBC SECURITIES (USA) INC. ,2010-03-01,2009,Total asset found & match,,,331517000.0,,,,,,,,11683332000.0,,14419000.0,178287000.0,31872471000.0,,,4942793000.0,,11198020000.0,463122000.0,60683961000.0,
853784,HSBC SECURITIES (USA) INC. ,2011-03-01,2010,Total asset found & match,,,496116000.0,,,,,,,,15391055000.0,,14419000.0,267564000.0,32636434000.0,,,966524000.0,,33005319000.0,1073549000.0,83850980000.0,
853784,HSBC SECURITIES (USA) INC. ,2012-02-29,2011,Total asset found & match,,,683295000.0,,,,,,,,11372747000.0,,14419000.0,190832000.0,21585056000.0,,,1859302000.0,,19434554000.0,563881000.0,55704086000.0,
853784,HSBC SECURITIES (USA) INC. ,2013-03-01,2012,Total asset found & match,,,591339000.0,,,,,,,,16234871000.0,,10865000.0,214823000.0,19231471000.0,,,1296385000.0,,40320285000.0,,77900039000.0,
853784,HSBC SECURITIES (USA) INC. ,2014-03-04,2013,Total asset found & match,,,548828000.0,,,,,,,,12572646000.0,,10865000.0,239077000.0,20100477000.0,,,1967269000.0,,37810885000.0,1064907000.0,74314954000.0,
853784,HSBC SECURITIES (USA) INC. ,2015-03-09,2014,Total asset found & match,,,512068000.0,,,,,,,,15127148000.0,,10865000.0,177883000.0,26887141000.0,,,1955952000.0,,35784349000.0,963107000.0,81418513000.0,
853784,HSBC SECURITIES (USA) INC. ,2016-03-01,2015,Total asset found & match,,,706210000.0,,,,,,,,6517540000.0,,10865000.0,182867000.0,23514846000.0,,,2286667000.0,190665000.0,38170850000.0,,71580510000.0,
853784,HSBC SECURITIES (USA) INC. ,2017-03-01,2016,Total asset found & match,,,784872000.0,,,,,,,,7684546000.0,,10865000.0,196434000.0,,,,2246120000.0,93440000.0,60742890000.0,,71759167000.0,
853784,HSBC SECURITIES (USA) INC. ,2018-03-05,2017,Total asset found & match,,,967339000.0,,,,,,,,33188645000.0,,10865000.0,318040000.0,,,,9444065000.0,127136000.0,47252508000.0,,91308598000.0,
853784,HSBC SECURITIES (USA) INC. ,2019-03-01,2018,Total asset found & match,,,459000000.0,,,,,,,,21002000000.0,,11000000.0,466000000.0,23093000000.0,,,1381000000.0,510000000.0,58151000000.0,,105062000000.0,
853784,HSBC SECURITIES (USA) INC. ,2020-03-02,2019,Total asset found & match,,,1339000000.0,,,,,,,,12630000000.0,,,614000000.0,17571000000.0,,,2370000000.0,252000000.0,42556000000.0,,77321000000.0,
853784,HSBC SECURITIES (USA) INC. ,2021-03-01,2020,Total asset found & match,,,894000000.0,,,,,,,,9153000000.0,,,295000000.0,11758000000.0,,,4154000000.0,269000000.0,20643000000.0,,47166000000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2004-04-28,2003,Total asset found & match,,,32054929.0,,1083500.0,,,,,,,,,6387494.0,509936.0,,1298340.0,118943634.0,30495237.0,1339767609.0,,1530540679.0,
867626,MUFG SECURITIES AMERICAS INC. ,2005-04-29,2004,Total asset found & match,,,13184784.0,,772307.0,500000.0,,,,,9906250.0,,,18284809.0,1151966.0,,950045.0,336290911.0,227667.0,1274025949.0,14665708.0,1669960396.0,
867626,MUFG SECURITIES AMERICAS INC. ,2006-04-28,2005,Total asset found & match,,,13543817.0,,365885.0,,,,,,170956819.0,,,50681794.0,14552451.0,,790372.0,308756037.0,730510.0,3854682610.0,26647927.0,4441708222.0,
867626,MUFG SECURITIES AMERICAS INC. ,2007-04-26,2006,Total asset found & match,,,53726673.0,,527365.0,,,,,,5011000.0,,,66685194.0,3489228.0,,6650486.0,26512573.0,4474051.0,4255610624.0,,4422687194.0,
867626,MUFG SECURITIES AMERICAS INC. ,2008-02-29,2007,Total asset found & match,,,12039682.0,,826489.0,,,,,,,,,9133613.0,3021353.0,,6482088.0,194047565.0,986828.0,2898414512.0,,3124952027.0,
867626,MUFG SECURITIES AMERICAS INC. ,2009-03-02,2008,Total asset found & match,,,16205030.0,,1237716.0,,,,,,,,,10593417.0,7394344.0,,7743114.0,580888637.0,4764542.0,5907879904.0,,6536706704.0,
867626,MUFG SECURITIES AMERICAS INC. ,2011-03-01,2010,Total asset found & match,,,76412479.0,,7186159.0,,,,,,839065499.0,,,1980647229.0,14221667.0,,10242855.0,90442633.0,,17877381699.0,,20895600220.0,
867626,MUFG SECURITIES AMERICAS INC. ,2012-02-29,2011,Total asset found & match,,,214410000.0,,9933000.0,,,,,,1374907000.0,,,2465196000.0,16345000.0,,9225000.0,172708000.0,,25283221000.0,,29545945000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2014-03-04,2013,Total asset found & match,,,88201000.0,,30774000.0,18682000.0,,,,,1453150000.0,,,4109989000.0,25854000.0,,7262000.0,85513000.0,18000.0,23266993000.0,,29086436000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2016-02-26,2015,Total asset found & match,,,124626000.0,,22800000.0,57201000.0,,,,,2656154000.0,,,7159656000.0,36173000.0,,40160000.0,136852000.0,277000.0,23933272000.0,,34167171000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2017-02-28,2016,Total asset found & match,,,116143000.0,,33393000.0,91739000.0,,,,,7990847000.0,,,5671398000.0,59843000.0,,45174000.0,1177074000.0,5899000.0,14060375000.0,,29251885000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2018-02-27,2017,Total asset found & match,,,97924000.0,,11503000.0,102134000.0,,,,,9738678000.0,,,5117400000.0,95226000.0,,55114000.0,990978000.0,16843000.0,15836010000.0,,32061810000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2019-02-27,2018,Total asset found & match,,,84384000.0,,18776000.0,49533000.0,,,,,10603805000.0,,,5529949000.0,127311000.0,,46443000.0,475598000.0,7174000.0,16900550000.0,,33843523000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2020-02-27,2019,Total asset found & match,,,197056000.0,,19561000.0,51669000.0,,,,,9281514000.0,,,6736812000.0,130550000.0,,99609000.0,632996000.0,32492000.0,17262421000.0,,34444680000.0,
867626,MUFG SECURITIES AMERICAS INC. ,2021-02-26,2020,Total asset found & match,,,95614000.0,,17700000.0,109347000.0,,,,,14074449000.0,,,48577000.0,55092000.0,,92588000.0,609290000.0,4038000.0,11205873000.0,6401687000.0,32714255000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2002-03-15,2001,Total asset not found,,,18567000000.0,,,,,,,,317000000.0,,,246000000.0,,,824000000.0,401000000.0,9587000000.0,,,,
87634,"CHARLES SCHWAB & CO., INC. ",2003-02-27,2002,Total asset not found,,,21614000000.0,,,,,,,,317000000.0,,,280000000.0,,,645000000.0,199000000.0,6840000000.0,,,,
87634,"CHARLES SCHWAB & CO., INC. ",2006-02-28,2005,Total asset found & match,,,15843000000.0,,,,,,,,395000000.0,,,358000000.0,,,620000000.0,817000000.0,10721000000.0,,,28754000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2006-09-21,2005,Total asset found & match,,,486000000.0,,,,,,,,395000000.0,,,15715000000.0,,,620000000.0,817000000.0,10721000000.0,,,28754000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2007-03-01,2006,Total asset found & match,,,12093000000.0,,126000000.0,,,,,,311000000.0,,,301000000.0,,,537000000.0,647000000.0,10918000000.0,,,24933000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2008-03-03,2007,Total asset found & match,,,2286000000.0,8655000000.0,149000000.0,,,,,,583000000.0,,416000000.0,323000000.0,,,561000000.0,724000000.0,12277000000.0,,,25974000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2009-02-27,2008,Total asset found & match,,,733000000.0,14685000000.0,,,,,,,518000000.0,,416000000.0,357000000.0,,,579000000.0,707000000.0,7144000000.0,,,25139000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2010-03-01,2009,Total asset found & match,,,1251000000.0,18373000000.0,,,,,,,403000000.0,,428000000.0,463000000.0,,,567000000.0,539000000.0,8633000000.0,,,30657000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2011-02-28,2010,Total asset found & match,,,81000000.0,22749000000.0,,,,,,,246000000.0,,428000000.0,382000000.0,,,557000000.0,407000000.0,11267000000.0,,,36117000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2012-03-05,2011,Total asset found & match,,,1117000000.0,24999000000.0,,,,,,,504000000.0,,428000000.0,386000000.0,,,617000000.0,193000000.0,10925000000.0,,,39169000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2013-02-26,2012,Total asset found & match,,,1008000000.0,27417000000.0,,,,,,,561000000.0,,428000000.0,461000000.0,,,609000000.0,297000000.0,13378000000.0,,,44159000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2014-02-26,2013,Total asset found & match,,,24467000000.0,,,,,,,,437000000.0,,428000000.0,492000000.0,,,633000000.0,471000000.0,13781000000.0,,,40709000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2015-02-25,2014,Total asset found & match,,,1998000000.0,19902000000.0,,,,,,,442000000.0,,428000000.0,567000000.0,,,691000000.0,404000000.0,15518000000.0,,,39950000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2017-02-27,2016,Total asset found & match,,,1908000000.0,21217000000.0,,,,,,,373000000.0,,428000000.0,591000000.0,,,825000000.0,589000000.0,17063000000.0,,,42994000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2018-02-27,2017,Total asset found & match,,,641000000.0,14954000000.0,,,,,,,462000000.0,,1010000000.0,598000000.0,,,897000000.0,642000000.0,20652000000.0,,,39856000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2019-02-26,2018,Total asset found & match,,,2669000000.0,13363000000.0,,,,,,,429000000.0,,935000000.0,891000000.0,,,980000000.0,547000000.0,22244000000.0,,,42058000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2020-02-27,2019,Total asset found & no match,,,3337000000.0,20334000000.0,,,,,,,,,,3047000000.0,,,937000000.0,,21844000000.0,,,50434000000.0,
87634,"CHARLES SCHWAB & CO., INC. ",2021-02-26,2020,Total asset found & match,,,3144000000.0,34988000000.0,,,,,,,,,2542000000.0,2996000000.0,,,1065000000.0,,30184000000.0,,,74919000000.0,
877559,ING FINANCIAL MARKETS LLC ,2002-03-01,2001,Total asset found & match,,,86362000.0,,,7578367000.0,,,,4116000.0,,,,751000.0,,,,147285000.0,,137250000.0,182954000.0,8137085000.0,
877559,ING FINANCIAL MARKETS LLC ,2003-03-03,2002,Total asset found & match,,,26443000.0,,,6272118000.0,,,,2022000.0,22607000.0,,,2320000.0,,,,69774000.0,,8870000.0,680381000.0,7084535000.0,
877559,ING FINANCIAL MARKETS LLC ,2004-03-01,2003,Total asset found & match,,,4799000.0,,,9757051000.0,,,,1278000.0,20582000.0,,,326000.0,,,,44876000.0,,237308000.0,1441181000.0,11507401000.0,
877559,ING FINANCIAL MARKETS LLC ,2005-03-01,2004,Total asset found & match,,,29399000.0,,,19446043000.0,,,,1278000.0,,,,420000.0,,,,93589000.0,,466615000.0,897275000.0,20934619000.0,
877559,ING FINANCIAL MARKETS LLC ,2006-03-01,2005,Total asset found & match,,,18116000.0,,,17413714000.0,,,,1278000.0,193909000.0,,,338000.0,468000.0,,,138358000.0,,6347589000.0,1439191000.0,25552961000.0,
877559,ING FINANCIAL MARKETS LLC ,2007-03-01,2006,Total asset found & match,,,69371000.0,,,35141768000.0,,,,163000.0,152776000.0,,,145000.0,5331000.0,,,512712000.0,,20179820000.0,960048000.0,57022134000.0,
877559,ING FINANCIAL MARKETS LLC ,2008-02-29,2007,Total asset found & match,,,177041000.0,,,41372190000.0,,,,163000.0,271057000.0,,,2139000.0,1081000.0,,,538205000.0,,36008770000.0,1567093000.0,79937739000.0,
877559,ING FINANCIAL MARKETS LLC ,2009-03-02,2008,Total asset found & match,,,144376000.0,,,,,,,163000.0,317327000.0,,,24991942000.0,3781000.0,,,51400000.0,135075000.0,17817347000.0,123448000.0,43584859000.0,
877559,ING FINANCIAL MARKETS LLC ,2010-03-01,2009,Total asset found & match,,,143519000.0,,,,,,,163000.0,370366000.0,,,24118834000.0,1739000.0,,,287144000.0,115589000.0,10871662000.0,1556988000.0,37466004000.0,
877559,ING FINANCIAL MARKETS LLC ,2011-03-01,2010,Total asset found & match,,,353726000.0,,,,,,,,1230189000.0,,,14698695000.0,242000.0,,,125652000.0,17651000.0,13474500000.0,2268084000.0,32168739000.0,
877559,ING FINANCIAL MARKETS LLC ,2012-02-29,2011,Total asset found & match,,,91429000.0,,3756000.0,,,,,,267143000.0,,,13449956000.0,718000.0,,,363383000.0,3459000.0,14192227000.0,2371762000.0,30743833000.0,
877559,ING FINANCIAL MARKETS LLC ,2013-03-01,2012,Total asset found & match,,,100538000.0,,,,,,,,16696000.0,,,8559646000.0,1009000.0,,,176012000.0,66426000.0,13692773000.0,2525786000.0,25138886000.0,
877559,ING FINANCIAL MARKETS LLC ,2014-03-04,2013,Total asset found & match,,,171537000.0,,,,,,,,706120000.0,,,13725704000.0,839000.0,,,142492000.0,801000.0,15376576000.0,3153209000.0,33277278000.0,
877559,ING FINANCIAL MARKETS LLC ,2015-03-02,2014,Total asset found & match,,,215058000.0,,,,,,,,2117110000.0,,,10839272000.0,2092000.0,,,121117000.0,58338000.0,16465711000.0,2347582000.0,32166280000.0,
877559,ING FINANCIAL MARKETS LLC ,2016-02-29,2015,Total asset found & match,,,296141000.0,,,,,,,,715323000.0,,,13357376000.0,2019000.0,,,387897000.0,866000.0,16290707000.0,2656988000.0,33707317000.0,
877559,ING FINANCIAL MARKETS LLC ,2016-04-25,2015,Total asset found & match,,,296141000.0,,,,,,,,715323000.0,,,13357376000.0,2019000.0,,,387897000.0,866000.0,16290707000.0,2656988000.0,33707317000.0,
877559,ING FINANCIAL MARKETS LLC ,2018-04-02,2017,Total asset found & match,,,469450000.0,,,8693428000.0,,,,,22420000.0,,,10565000.0,3386000.0,,,165917000.0,3731000.0,22733696000.0,2531380000.0,34633973000.0,
877559,ING FINANCIAL MARKETS LLC ,2018-04-05,2017,Total asset found & match,,,101809000.0,,,,,,,,313923000.0,,,8594848000.0,1257000.0,,,415929000.0,76665000.0,15843203000.0,2390969000.0,27738603000.0,
877559,ING FINANCIAL MARKETS LLC ,2019-03-01,2018,Total asset found & match,,,557226000.0,,,10936978000.0,,,,,1744000.0,,,7121000.0,3741000.0,,,282111000.0,681318000.0,39094947000.0,2434301000.0,53999487000.0,
877559,ING FINANCIAL MARKETS LLC ,2020-03-02,2019,Total asset found & match,,,629448000.0,,,,,,,,49175000.0,,,5027830000.0,5098000.0,,,118370000.0,1383435000.0,21392935000.0,2506421000.0,31112712000.0,
877559,ING FINANCIAL MARKETS LLC ,2021-03-01,2020,Total asset found & match,,,568531000.0,,,,,,,,9652000.0,,,13189103000.0,3855000.0,,,58182000.0,1061187000.0,15878690000.0,1478649000.0,32247849000.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2002-03-01,2001,Total asset found & match,,,1060180.0,,,,,,,,,,,9163326.0,,,99989.0,8575957.0,,,,19188117.0,288665.0
890203,MIRAE ASSET SECURITIES (USA) INC. ,2003-02-28,2002,Total asset found & match,,73822.0,2597914.0,,,,,,,,,,,8710526.0,,,,49033.0,,,,11724897.0,293602.0
890203,MIRAE ASSET SECURITIES (USA) INC. ,2004-05-03,2003,Total asset found & match,,44947.0,3259500.0,,,,,,,,,,,6360076.0,,,,1960701.0,,,,11625224.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2005-02-22,2004,Total asset found & match,,,1340729.0,,,,,,,,,,,9324254.0,,,31783.0,117060.0,,,,10813826.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2006-02-28,2005,Total asset found & match,,,759658.0,,,587842.0,,,,,3469551.0,,,6941782.0,,,17222.0,250550.0,,,,12026605.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2007-05-30,2006,Total asset found & match,,9880.0,545023.0,,,,,,,,7812949.0,,,789575.0,112346.0,,,103903.0,,,,12382376.0,3008700.0
890203,MIRAE ASSET SECURITIES (USA) INC. ,2008-05-30,2007,Total asset found & match,,15634.0,853246.0,,,,,,,,10819832.0,,,218668.0,236419.0,,,205949.0,,,,13270613.0,920865.0
890203,MIRAE ASSET SECURITIES (USA) INC. ,2009-05-28,2008,Total asset found & match,,24019.0,1075725.0,,,,,,,,5693448.0,,,3798154.0,94262.0,,,3401643.0,,,,14087251.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2010-05-28,2009,Total asset found & match,,233243.0,6914575.0,,,,,,,,2460359.0,,,2132880.0,205987.0,278578.0,,853749.0,,,,13079371.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2011-05-31,2010,Total asset found & match,,,5628892.0,,,,,,,,1048268.0,,,3676173.0,171998.0,,187587.0,217578.0,,,,10930496.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2012-05-30,2011,Total asset found & match,,,1953043.0,,,,,,,,770284.0,,,6482637.0,159579.0,,145682.0,284966.0,,,,9796191.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2013-05-29,2012,Total asset found & match,,,2255301.0,,,,,,,,5926394.0,,,314374.0,162138.0,,95917.0,267631.0,,,,9021755.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2014-02-28,2013,Total asset found & match,,,1870039.0,,,,,,,,5806944.0,,,228346.0,139835.0,,383289.0,142306.0,,,,8570759.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2015-03-02,2014,Total asset found & match,,,3569035.0,,,,,,,,4168710.0,,,156246.0,186248.0,,309591.0,131334.0,,,,8521164.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2016-02-26,2015,Total asset found & match,,,3381733.0,,,,,,,,4057330.0,,,171441.0,137652.0,,255983.0,254164.0,,,,8258303.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2017-03-15,2016,Total asset found & match,,,228899337.0,,,,,,,,15037700.0,,,1760662.0,66746.0,3580313.0,778719.0,190532.0,,,,250314009.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2018-03-01,2017,Total asset found & no match,,,105223.0,,,,,,,,160331.0,,,2104712.0,176.0,3732.0,1028.0,4154780.0,92367.0,25128042.0,280975.0,29953888.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2019-03-07,2018,Total asset found & match,,,50328.0,,,,,,,,10555.0,,,5478088.0,71.0,747.0,935.0,301678.0,16101.0,38232362.0,468868.0,44559733.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2020-03-02,2019,Total asset found & match,,,53507.0,,,,,,,,149650.0,,,3427143.0,4.0,810.0,865.0,167101.0,73847.0,46964912.0,992430.0,51830269.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2020-03-05,2019,Total asset found & match,,,53507.0,,,,,,,,149650.0,,,3427143.0,4.0,810.0,865.0,167101.0,73847.0,46964912.0,992430.0,51830269.0,
890203,MIRAE ASSET SECURITIES (USA) INC. ,2021-03-01,2020,Total asset found & match,,,91104.0,,2376.0,,,,,,10000.0,,,4284429.0,,477.0,950.0,254933.0,83627.0,35193075.0,1335881.0,41256852.0,
895502,"RBC CAPITAL MARKETS, LLC ",1998-11-13,1997,Total asset not found,,,26328000.0,,,163607000.0,,,,,,,,60669000.0,15204000.0,,,141164000.0,1178004000.0,,,,
