CIK,Name,Year,Accounts payable,Accrued liabilities,Additional Paid-in capital,"Common stock, par value",Current liabilities,Government and agency securities obligations,Income tax payable,Long-term borrowing,Other equity,Other liabilities,Payable to Broker/Dealers,Payable to customers and counterparties,Payable to parent and affiliates,Repurchase Agreements (repo),Retained (Accumulated) earnings,Securities borrowed,Securities sold short,Short-term borrowing,Subordinated liabilities,Total liabilities,Total liabilities and shareholder's equity,Total shareholder's equity,Treasury stock
853784,HSBC SECURITIES (USA) INC. ,2013,170310.0,,,,428578.0,,,,,,1951667.0,,,61976315.0,,,11661669.0,152381.0,650000.0,76340920.0,77900039.0,909119.0,
853784,HSBC SECURITIES (USA) INC. ,2014,,,,,439614.0,,,,,1064907.0,2648563.0,,,57642439.0,,,10941978.0,101791.0,650000.0,72839292.0,74314954.0,825662.0,
853784,HSBC SECURITIES (USA) INC. ,2015,,,,,340401.0,,,,,963107.0,1829069.0,,,63506374.0,,,13185056.0,200427.0,650000.0,80024434.0,81418513.0,744079.0,
853784,HSBC SECURITIES (USA) INC. ,2016,,,,,324722.0,,,,,,1647878.0,794707.0,,61921522.0,,,4783424.0,625462.0,650000.0,70097715.0,71580510.0,832795.0,
853784,HSBC SECURITIES (USA) INC. ,2017,,,,,384362.0,,,,,,632855.0,1068779.0,,61690945.0,,,6266859.0,226022.0,650000.0,70269822.0,71759167.0,839345.0,
853784,HSBC SECURITIES (USA) INC. ,2018,,,2126878.0,,439845.0,,777.0,,,-1292502.0,1139431.0,1272784.0,,73275563.0,,,7238150.0,6357672.0,750000.0,89723445.0,91308598.0,835153.0,
853784,HSBC SECURITIES (USA) INC. ,2019,,,2282.0,,343.0,,1.0,,,-1502.0,232.0,1523.0,,91777.0,,,8474.0,957.0,975.0,103306.0,105062.0,781.0,
853784,HSBC SECURITIES (USA) INC. ,2020,,,2496.0,,370.0,,1.0,,,-1555.0,483.0,3486.0,,64311.0,,,5681.0,1148.0,900.0,75479.0,77321.0,942.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2002,711.0,,4243.0,10.0,,66333.0,,,,28142.0,26965.0,39084.0,20760.0,121985.0,2603.0,,121985.0,23.0,3695.0,218419.0,225279.0,15397.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2003,31224700.0,,4469.0,10.0,18012.0,12056.0,,,,34852.0,4705.0,17432.0,,114159.0,2653.0,,114159.0,,4395.0,189981.0,197117.0,8822.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2004,696.0,,4532.0,10.0,24756.0,15806.0,,,,36537.0,15219.0,24040.0,,123851.0,2693.0,,123851.0,,6245.0,223965.0,231204.0,8814.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2005,71812413.0,,8715.0,10.0,30788.0,55082.0,,,,81471.0,22427.0,55332.0,,138285.0,,,138285.0,,6195.0,270455.0,278859.0,26940.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2007,757.0,,10632.0,10.0,29668.0,56286.0,,,,97453.0,13997.0,67424.0,,219132.0,185.0,,219132.0,,7945.0,367118.0,377.95099999999996,46247.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2008,,,10725.0,10.0,26313.0,42141.0,,,,85714.0,20989.0,77346.0,,205309.0,,,205309.0,,9045.0,354820.0,363162.0,40524.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2009,,,10871.0,10.0,,45435.0,,,,46234.0,15388.0,70467.0,,167462.0,,,167462.0,,280442.0,,286825.0,18514.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2010,2150.0,,11857.0,10.0,,18587.0,,,,218810.0,15496.0,60564.0,,133161.0,6124.0,,,,10045.0,296359.0,314356.0,35547.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2011,,,12567.0,10.0,27875.0,16845.0,-11.0,27278.0,,171398.0,11500.0,55423.0,,131419.0,3454.0,,,,11945.0,272389.0,288409.0,30529.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2012,,,5934.0,10.0,,35611.0,,25289.0,,165767.0,13316.0,57718.0,,133872.0,1889.0,,,,8445.0,261317.0,269150.0,22956.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2013,,,6044.0,10.0,20694.0,27689.0,,6350.0,,290313.0,16560.0,39322.0,,21431.0,2638.0,,,,8445.0,242830.0,251522.0,23606.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2014,,,7196.0,10.0,,24642.0,,13553.0,,40611.0,11475.0,37900.0,,140477.0,2485.0,,,,8445.0,235464.0,253600.0,21133.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2016,,,9099.0,10.0,,24756.0,,15875.0,,23500.0,13239.0,48702.0,,129960.0,33.0,,,10606.0,9945.0,234329.0,253416.0,20415.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2017,,,8921.0,10.0,,36821.0,,12875.0,,28642.0,13446.0,46941.0,,138098.0,263.0,,,5576.0,9945.0,252450.0,261644.0,21067.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2018,,,8937.0,10.0,,31492.0,,22025.0,,32608.0,11419.0,51904.0,,146794.0,68.0,,,1251.0,9945.0,263529.0,272544.0,18984.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2019,,,8802.0,10.0,,37088.0,,24582.0,,33607.0,32196333.0,54181.0,,157690.0,48.0,,,508.0,9945.0,290048.0,298908.0,27197.0,
91154,CITIGROUP GLOBAL MARKETS INC. ,2020,,,8784.0,10.0,,35956.0,,24499.0,,24869.0,15995.0,48902.0,,160335.0,279.0,,,6973.0,9945.0,280372.0,289445.0,26550.0,
