,CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
1159,941064,"BRINKER CAPITAL SECURITIES, INC.",848110,1055 WESTLAKES DRIVE,SUITE 250,BERWYN,PA,19312
1160,941079,"MPI SECURITIES, INC.",848125,1000 LENOX DRIVE, ,LAWRENCE TOWNSHIP,NJ,08648
1161,943028,TREASURE FINANCIAL CORP.,848165,777 S. CENTRAL EXPRESSWAY,SUITE 101,RICHARDSON,TX,75080
1162,943698,"DEMPSEY FINANCIAL NETWORK, INC.",848194,2951 PIEDMONT ROAD NE,SUITE 200,ATLANTA,GA,30305-2786
1163,943701,P.J. ROBB VARIABLE CORPORATION,848197,6075 POPLAR AVE,SUITE 400,MEMPHIS,TN,38119
1164,943702,"ATLANTIC - PACIFIC CAPITAL, INC.",848198,ONE DOCK STREET,SUITE 404,STAMFORD,CT,06902
1165,943705,FORTE SECURITIES LLC,848201,12 EAST 49TH STREET,17TH FLOOR--ROOM 113,NEW YORK,NY,10017
1166,943903,"MML DISTRIBUTORS, LLC",848203,100 BRIGHT MEADOW BLVD., ,ENFIELD,CT,06082
1167,943905,"WESTPORT FINANCIAL SERVICES, L.L.C.",848204,3001 SUMMER STREET,FLOOR THREE,STAMFORD,CT,06905-4321
1168,944061,"SEAPOWER CARPENTER CAPITAL, INC.",848212,23 CORPORATE PLAZA DRIVE,SUITE 150,NEWPORT BEACH,CA,92660
1169,944068,PETERS & CO. EQUITIES INC.,848219,2300 JAMIESON PLACE,308 FOURTH AVENUE SW,"CALGARY, AB",A0,T2P 0H7
1170,944308,"CHESTNUT SECURITIES, INC.",848226,ONE FINANCIAL CENTER,24TH FLOOR,BOSTON,MA,02111
1171,944360,"ARIEL DISTRIBUTORS, LLC",848238,200 EAST RANDOLPH STREET,SUITE 2900,CHICAGO,IL,60601
1172,944361,"CLIFTONLARSONALLEN WEALTH ADVISORS, LLC",848239,220 S. SIXTH STREET,SUITE 300,MINNEAPOLIS,MN,55402-4505
1173,944377,"MATRIX EXECUTIONS, LLC",848255,135 S LA SALLE SUITE 3900,SUITE 300,CHICAGO,IL,60603
1174,944670,JAMES RIVER SECURITIES CORP.,848270,58 BROAD STREET ROAD,103 SABOT PARK,MANAKIN-SABOT,VA,23103-2213
1175,944671,AEGIS ENERGY ADVISORS CORP.,848271,"708 THIRD AVENUE, 6TH FLOOR", ,NEW YORK,NY,10017-4201
1176,945039,"HANDELSBANKEN MARKETS SECURITIES, INC.",848279,875 THIRD AVENUE,4TH FLOOR,NEW YORK,NY,10022-4678
1177,945170,"ROBERT BLUM MUNICIPALS, INC.",848287,376 17TH AVENUE,900 NORTH POINT ST.-SUITE C445,SAN FRANCISCO,CA,94121
1178,945520,"SHEARSON FINANCIAL SERVICES, LLC",848313,7000 W. PALMETTO PARK ROAD,SUITE 501,BOCA RATON,FL,33433
1179,945936,"MOLONEY SECURITIES CO., INC.",848326,13537 BARRETT PARKWAY DRIVE,#300,MANCHESTER,MO,63021
1180,945965,"CORPORATE INVESTMENTS GROUP, INC.",848355,238 W CERMAK ROAD,SUITE 3A,CHICAGO,IL,60616
1181,946626,GREENBERG FINANCIAL GROUP,848382,4511 N CAMBELL AVE, ,TUCSON,AZ,85718
1182,946629,"LEIGH BALDWIN & CO., LLC",848385,112 ALBANY STREET, ,CAZENOVIA,NY,13035-0660
1183,946633,"KEMPEN & CO U.S.A., INC.",848389,880 THIRD AVENUE,17TH FLOOR,NEW YORK,NY,10022
1184,946634,"SKB SECURITIES, LLC",848390,222 SW COLUMBIA STREET,SUITE 700,PORTLAND,OR,97201
1185,946801,D.M. KELLY & COMPANY,848398,3900 INGERSOLL AVENUE,SUITE 300,DES MOINES,IA,50312
1186,946805,THOMASLLOYD CAPITAL LLC,848402,427 BEDFORD ROAD, ,PLEASANTVILLE,NY,10570
1187,947538,LOMBARD INTERNATIONAL DISTRIBUTION COMPANY,848416,1650 MARKET STREET,54TH FLOOR,PHILADELPHIA,PA,19103
1188,947617,"EDELMAN & CO., LTD.",848431,333 WEST BROWN DEER ROAD, ,MILWAUKEE,WI,53217
1189,948037,"BLACKROCK INVESTMENTS, LLC",848436,1 UNIVERSITY SQUARE DRIVE,29TH FLOOR,PRINCETON,NJ,08540
1190,948390,"TRIBAL CAPITAL MARKETS, LLC",848460,111 SOUTH PINEAPPLE AVENUE,SUITE 619,SARASOTA,FL,34236
1191,948391,"CORINTHIAN PARTNERS, L.L.C.",848461,"850 THIRD AVENUE, SUITE 16C",16TH FLOOR,NEW YORK,NY,10022
1192,948395,GVC CAPITAL LLC,848465,5350 SO. ROSLYN ST.,SUITE 400,GREENWOOD VILLAGE,CO,80111-2124
1193,948396,"C2M SECURITIES, LLC",848466,7315 THREE CHOPT ROAD,SUITE 301,RICHMOND,VA,23226
1194,948397,"ELE WEALTH ADVISORS, INC.",848467,"18700 W. 10 MILE ROAD, STE 100", ,SOUTHFIELD,MI,48075
1195,948682,BETA CAPITAL SECURITIES LLC,848481,777 BRICKELL AVENUE,SUITE 1201,MIAMI,FL,33131
1196,949002,"HEIM, YOUNG & ASSOCIATES, INC.",848500,1256 E. KINGSLEY ST, ,SPRINGFIELD,MO,65804-7211
1197,949003,"TECKMEYER FINANCIAL SERVICES, L.L.C.",848501,11104 JOHN GALT BLVD., ,OMAHA,NE,68137-2307
1198,949135,"DOUGLAS SCOTT SECURITIES, INC.",848506,1700 ALMA DR,SUITE 110A,PLANO,TX,75075
1199,949247,CORRELL CO. INVESTMENT SERVICES CORP.,848507,9655 SOUTH 78TH AVENUE, ,HICKORY HILLS,IL,60457-2211
1200,949317,TRUSTFIRST INC.,848509,265 BROOKVIEW CENTRE WAY,SUITE 502,KNOXVILLE,TN,37919
1201,949896,SVB LEERINK LLC,848535,1 FEDERAL STREET 37TH FL, ,BOSTON,MA,02110
1202,949905,"WINKLEVOSS INSURANCE AGENCY, LLC",848544,TWO GREENWICH OFFICE PARK,3RD FLOOR,GREENWICH,CT,06831
1203,949908,"LEWIS YOUNG ROBERTSON & BURNINGHAM, INC.",848547,"41 N. RIO GRANDE, SUITE 101",SUITE 100,SALT LAKE CITY,UT,84101
1204,949913,"CAMBRIDGE INTERNATIONAL SECURITIES, LLC",848552,90 POST ROAD EAST,2ND FLOOR,WESTPORT,CT,06880
1205,949918,"1ST DISCOUNT BROKERAGE, INC.",848557,8927 HYPOLUXO ROAD,SUITE A5,LAKE WORTH,FL,33467
1206,949921,"PALMIERI, ANGNARDO & CO., INC.",848560,401 BUTTERCUP CREEK BLVD,UNIT 202,CEDAR PARK,TX,78613
1207,949922,"VEBER PARTNERS, L.L.C.",848561,605 NW 11TH AVENUE,SUITE 250,PORTLAND,OR,97209-3235
1208,1000148,"LEGACY CAPITAL FUND, INC.",848568,433 METAIRIE RD STE 405, ,METAIRIE,LA,70005
1209,1000152,"WESTERN INTERNATIONAL SECURITIES, INC.",848572,70 S. LAKE AVE.,STE. 700,PASADENA,CA,91101
1210,1000316,FINANTIA USA INC.,848578,"1221 BRICKELL AVENUE, 14TH FLOOR",SUITE 1460,MIAMI,FL,33131
1211,1000317,FIRST SOVEREIGN SECURITIES,848579,707 SKOKIE BOULEVARD,SUITE 520,NORTHBROOK,IL,60062
1212,1001017,STANFORD GROUP COMPANY,848611,"1029 STATE HWY 6 NORTH, SUITE 650 #272",14TH FLOOR,HOUSTON,TX,77079
1213,1001360,QUATTRO M SECURITIES INC.,848629,735 RIDGEFIELD ROAD, ,WILTON,CT,06897
1214,1001361,"FINANCIAL SENSE SECURITIES, INC.",848630,P.O. BOX 503147, ,SAN DIEGO,CA,92150-3147
1215,1001362,C&C TRADING L.L.C.,848631,71 ARCH STREET,1ST FLOOR,GREENWICH,CT,06830
1216,1001366,"U.S. DISCOUNT BROKERAGE, INC.",848635,17 E KOSSUTH ST,SUITE 200,COLUMBUS,OH,43206
1217,1001373,"BNA WEALTH, INC.",848642,596 HERRONS FERRY ROAD,SUITE 300,ROCK HILL,SC,29730
1218,1001382,KBFG SECURITIES AMERICA INC.,848651,"1370 AVENUE OF THE AMERICAS, SUITE 1900",STE  7863,NEW YORK,NY,10019
1219,1001383,ADVANTAGE SECURITIES LLC,848652,231 S. LASALLE STREET,SUITE 1400,CHICAGO,IL,60604
1220,1001723,"UNITED BROKERAGE SERVICES, INC",848685,P. O. BOX 1508, ,PARKERSBURG,WV,26102-1508
1221,1002006,"TRADESTATION SECURITIES, INC.",848711,8050 SW 10TH STREET,SUITE 2000,PLANTATION,FL,33324
1222,1002134,"SEQUOIA INVESTMENTS, INC.",848712,147 WAYSIDE DR.,SE APT 2,EATONTOWN,NJ,07724
1223,1002196,SORSBY FINANCIAL CORP.,848718,676 N MICHIGAN AVE,SUITE 3605,CHICAGO,IL,60611
1224,1002197,BLACKROCK EXECUTION SERVICES,848719,1 UNIVERSITY SQUARE DRIVE, ,PRINCETON,NJ,08540
1225,1002201,"NATALLIANCE SECURITIES, LLC",848723,111 CONGRESS AVENUE,SUITE 800,AUSTIN,TX,78701
1226,1002202,"CHURCHILL FINANCIAL, LLC",848724,"295 N. HUBBARDS LANE, SUITE 203", ,LOUISVILLE,KY,40207
1227,1002599,"CAMBRIDGE INVESTMENT RESEARCH, INC.",848740,1776 PLEASANT PLAIN RD.,PO BOX 625,FAIRFIELD,IA,52556-8757
1228,1002603,"CITIZENS SECURITIES, INC.",848744,45 DAN ROAD,MCD340,CANTON,MA,02021
1229,1002604,"WESTWOOD CAPITAL, LLC",848745,489 FIFTH AVE.,33RD FLOOR,NEW YORK,NY,10017
1230,1002807,"STONECREST CAPITAL MARKETS, INC.",848754,"300 W. 6TH ST., SUITE 1520",SUITE 225,AUSTIN,TX,78701
1231,1003104,"MCDUFFIE/MORRIS FINANCIAL GROUP, INC.",848782,3 BROADRIVER ROAD,UNIT 1502,ORMOND BEACH,FL,32174-8744
1232,1003108,"AUFHAUSER SECURITIES, INC.",848786,112 WEST 56TH STREET, ,NEW YORK,NY,10019-3841
1233,1003192,"BRISTOL INVESTMENT GROUP, INC.",848790,"110 EAST 59TH STREET, 22ND FL.", ,NEW YORK,NY,10022
1234,1003316,MACKIE RESEARCH USA INC.,848795,"199 BAY STREET, SUITE 4500",COMMERCE COURT WEST,TORONTO,A6,M5L 1G2
1235,1003676,"THE TIDAL GROUP, INC.",848809,"5501 MID CITIES PARKWAY, SUITE 100", ,SCHERTZ,TX,78154-2413
1236,1003991,"GUGGENHEIM FUNDS DISTRIBUTORS, LLC",848842,702 KING FARM BLVD,STE 200,ROCKVILLE,MD,20850
1237,1004131,"POTOMAC CAPITAL MARKETS, LLC",848848,8926 MT. TABOR ROAD,4TH FLOOR,MIDDLETOWN,MD,21769
1238,1004323,"RICE, VOELKER, LLC",848854,327 N. COLUMBIA ST., ,COVINGTON,LA,70433
1239,1004779,EIGHT CAPITAL CORP.,848886,100 ADELAIDE STREET WEST,SUITE 2900,TORONTO,A6,M5H 1S3
1240,1004952,"WESTPARK CAPITAL, INC.",848898,1900 AVENUE OF THE STARS,SUITE 310,LOS ANGELES,CA,90067
1241,1005135,SWISS RE CAPITAL MARKETS CORPORATION,848914,1301 AVENUE OF THE AMERICAS,43RD FLOOR,NEW YORK,NY,10019
1242,1005136,COMMONWEALTH CAPITAL SECURITIES CORP.,848915,"712 ANCLOTE ROAD, SUITE A", ,TARPON SPRINGS,FL,34689
1243,1005256,"HIGGINS CAPITAL MANAGEMENT, INC.",848921,2223 AVENIDA DE LA PLAYA STE. 210, ,LA JOLLA,CA,92037-3218
1244,1005261,"M&A SECURITIES GROUP, INC.",848926,4151 N. MULBERRY DRIVE,SUITE 252,KANSAS CITY,MO,64116
1245,1005393,"BAY CREST PARTNERS, LLC",848931,40 WALL STREET,42ND FLOOR,NEW YORK,NY,10005
1246,1005399,A.BRIDGE REALVEST SECURITIES CORPORATION,848937,"50 TICE BLVD, SUITE 340", ,WOODCLIFF LAKE,NJ,07677
1247,1005400,"J. ALDEN ASSOCIATES, INC.",848938,P.O. BOX 744, ,JENKINTOWN,PA,19046
1248,1005519,PAYCHEX SECURITIES CORPORATION,848942,220 KENNETH DRIVE,SUITE 100,ROCHESTER,NY,14623
1249,1005744,"ALEXANDER CAPITAL, L.P.",848957,17 STATE STREET,5TH FLOOR,NEW YORK,NY,10004
1250,1005806,WAVELAND CAPITAL PARTNERS LLC,848962,19800 MACARTHUR BLVD,SUITE 650,IRVINE,CA,92612
1251,1005813,EFG CAPITAL INTERNATIONAL CORP.,848969,701 BRICKELL AVE,9TH FLOOR & SUITE 1350,MIAMI,FL,33131-2867
1252,1006320,"TEMPER OF THE TIMES INVESTOR SERVICES, INC.",848981,111 PLEASANT RIDGE ROAD,SUITE 132,HARRISON,NY,10528
1253,1006323,JACKSON NATIONAL LIFE DISTRIBUTORS LLC,848984,300 INNOVATION DR,6TH FLOOR,FRANKLIN,TN,37067
1254,1006938,"NORTHLAND SECURITIES, INC.",848994,150 SOUTH FIFTH STREET,SUITE 3300,MINNEAPOLIS,MN,55402
1255,1006939,"LOGAN, KEVIN CHRISTOPHER",848995,P.O. BOX 2059, ,GRANITE BAY,CA,95746
1256,1006941,KERLIN CAPITAL GROUP LLC,848997,501 ARROYO SQUARE,22ND FLOOR,SOUTH PASADENA,CA,91030
1257,1006944,"GREENHILL & CO., LLC",849000,300 PARK AVENUE, ,NEW YORK,NY,10022
1258,1007086,"SENTINEL BROKERS COMPANY, INC.",849005,102 XANADU PLACE, ,JUPITER,FL,33477
1259,1007288,"BESTVEST INVESTMENTS, LTD.",849007,600 NORTH JACKSON STREET,SUITE 305,MEDIA,PA,19063
1260,1007497,"MERCURY SECURITIES, LLC",849018,1615 HILL ROAD,SUITE 21,NOVATO,CA,94947-4307
1261,1007500,"PENTALPHA CAPITAL, LLC",849021,P.O. BOX 4839, ,GREENWICH,CT,06831
1262,1008570,CAMBRIDGE INTERNATIONAL PARTNERS LLC,849059,780 THIRD AVENUE - 7TH FLOOR, ,NEW YORK,NY,10017-2024
1263,1008826,AMERICAN EQUITY INVESTMENT CORPORATION,849078,4222 GRANTLINE ROAD, ,NEW ALBANY,IN,47150
1264,1009950,"FCG ADVISORS, LLC",849104,ONE MAIN STREET #202, ,CHATHAM,NJ,07928
1265,1009952,HANCOCK WHITNEY INVESTMENT SERVICES INC.,849106,701 POYDRAS ST.,SUITE 3100,NEW ORLEANS,LA,70139
1266,1009953,"GUGGENHEIM SECURITIES, LLC",849107,330 MADISON AVENUE,8TH FLOOR,NEW YORK,NY,10017
1267,1010383,"CAPITAL INVESTMENT BROKERAGE, INC.",849118,P.O. BOX 32249, ,RALEIGH,NC,27622
1268,1010589,NORTHERN CAPITAL SECURITIES CORPORATION,849130,50 HIGH STREET,4TH FLOOR,NORTH ANDOVER,MA,01845
1269,1010793,"HMC INVESTMENTS, INC.",849140,2100 3RD AVENUE NORTH,SUITE 600,BIRMINGHAM,AL,35203
1270,1010808,YOUNG & PARTNERS LLC,849155,"535 FIFTH AVENUE, 4TH FLOOR", ,NEW YORK,NY,10017
1271,1011355,S.L. REED & COMPANY,849178,11111 SANTA MONICA BOULEVARD,SUITE 1200,LOS ANGELES,CA,90025-3346
1272,1011679,"HORAN SECURITIES, INC.",849192,4990 E GALBRAITH RD,SUITE 102,CINCINNATI,OH,45236-6711
1273,1011766,CHATSWORTH SECURITIES LLC,849199,95 EAST PUTNAM AVENUE, ,GREENWICH,CT,06830
1274,1011932,"TRITON PACIFIC CAPITAL, LLC",849205,118 UNION JACK MALL,SUITE 1100,MARINA DEL REY,CA,90292
1275,1011935,"FORTUNE SECURITIES, INC.",849208,388 E. VALLEY BLVD.,SUITE 208,ALHAMBRA,CA,91801
1276,1012055,"CAPITAL RESEARCH BROKERAGE SERVICES, LLC",849213,15 S. RAYMOND AVENUE,SUITE 200,PASADENA,CA,91105
1277,1012059,LIORA PARTNERS,849217,85 WIANNO ROAD, ,YARMOUTH PORT,MA,02675
1278,1012061,BLOOMBERG TRADEBOOK LLC,849219,731 LEXINGTON AVE, ,NEW YORK,NY,10022
1279,1012872,"UNITED CAPITAL MARKETS, INC.",849253,240 CRANDON BLVD.,SUITE 167,KEY BISCAYNE,FL,33149
1280,1013542,RA CAPITAL ADVISORS LLC,849263,12230 EL CAMINO REAL,SUITE 100,SAN DIEGO,CA,92130
1281,1013850,"DMK ADVISOR GROUP, INC.",849279,7114 W. JEFFERSON AVE.,SUITE 305,LAKEWOOD,CO,80235
1282,1014778,"OHIO NATIONAL EQUITIES, INC.",849296,P.O. BOX 237, ,CINCINNATI,OH,45201-0371
1283,1014779,"M BARC INVESTMENT GROUP, INC.",849297,8383 GREENWAY BLVD,SUITE 600,MIDDLETON,WI,53562
1284,1015017,"ACTINVER SECURITIES, INC.",849311,"5075 WESTHEIMER, SUITE 650",SUITE 305,HOUSTON,TX,77056
1285,1015257,W.G. NIELSEN & CO.,849316,3200 CHERRY CREEK DRIVE SOUTH,SUITE 470,DENVER,CO,80209
1286,1015558,"CPS FINANCIAL & INSURANCE SERVICES, INC.",849337,"4400 MACARTHUR BLVD., SUITE 800",SUITE 150,NEWPORT BEACH,CA,92660
1287,1015560,DASH PRIME LLC,849339,200 SOUTH WACKER DRIVE,SUITE 2450,CHICAGO,IL,60606
1288,1015706,TRIDENT PARTNERS LTD.,849342,181 CROSSWAYS PARK DRIVE, ,WOODBURY,NY,11797
1289,1016254,"KIPLING CAPITAL, INC.",849349,100 SHORELINE HWY. 200-B, ,MILL VALLEY,CA,94941
1290,1016257,"THE JEFFREY MATTHEWS FINANCIAL GROUP, L.L.C.",849352,30B VREELAND ROAD,STE 210,FLORHAM PARK,NJ,07932
1291,1016460,SPENCER CLARKE LLC,849362,555 MADISON AVENUE,5TH FLOOR,NEW YORK,NY,10022
1292,1017283,IBS HOLDING CORPORATION,849385,535 5TH AVE.,4TH FLOOR,NEW YORK,NY,10017
1293,1017284,"THOMPSON DAVIS & CO., INC.",849386,"9030 STONY POINT PKWY, STE 100",16TH FLOOR,RICHMOND,VA,23235
1294,1017760,"VESTECH SECURITIES, INC.",849409,11477 OLDE CABIN RD.,SUITE 310,ST. LOUIS,MO,63141
1295,1018444,PRICEWATERHOUSECOOOPERS CORPORATE FINANCE LLC,849443,1 N. WACKER DRIVE,6TH FLOOR,CHICAGO,IL,60606
1296,1019119,"PAS CAPITAL , LLC",849463,1003 RT. 22,SUITE 100,FOX RIVER GROVE,IL,60021
1297,1019122,CIT CAPITAL SECURITIES LLC,849466,11 WEST 42ND STREET,7TH FLOOR,NEW YORK,NY,10036
1298,1019314,"VERITY INVESTMENTS, INC.",849474,280 S. MANGUM STREET,SUITE 550,DURHAM,NC,27701
1299,1019315,"D.H. HILL SECURITIES, LLLP",849475,"1543 GREEN OAK PLACE, SUITE 100", ,KINGWOOD,TX,77339
1300,1019317,"B.B. GRAHAM & COMPANY, INC.",849477,1700 W. KATELLA AVE., ,ORANGE,CA,92867
1301,1019586,"CHEVAL CAPITAL, INC.",849491,901 N. PITT STREET-110, ,ALEXANDRIA,VA,22314
1302,1019950,"WESTPORT CAPITAL MARKETS, LLC",849495,257 RIVERSIDE AVENUE, ,WESTPORT,CT,06880
1303,1019951,MCM SECURITIES LLC,849496,152 W. 57TH STREET,52ND FLOOR,NEW YORK,NY,10019
1304,1020141,"FINTRUST BROKERAGE SERVICES, LLC",849514,124 VERDAE BLVD,SUITE 504,GREENVILLE,SC,29607
1305,1021215,"ACE DIVERSIFIED CAPITAL, INC.",849555,"923 EAST VALLEY BLVD.,",SUITE 213,"SAN GABRIEL,",CA,91776
1306,1021475,"LOCORR DISTRIBUTORS, LLC",849568,687 EXCELSIOR BLVD,4TH FLOOR,EXCELSIOR,MN,55331
1307,1021476,"EXANE, INC.",849569,640 FIFTH AVENUE,15TH FLOOR,NEW YORK,NY,10019
1308,1021478,SANTANDER SECURITIES LLC,849571,2 MORRISSEY BOULEVARD,MAIL CODE: MA1-MB2-03-17,DORCHESTER,MA,02125
1309,1021702,"LOOMIS SAYLES DISTRIBUTORS, L.P.",849575,ONE FINANCIAL CENTER, ,BOSTON,MA,02111-2620
1310,1021704,"PERCIVAL FINANCIAL PARTNERS, LTD.",849577,"2 VILLAGE SQ., SUITE 252", ,BALTIMORE,MD,21210
1311,1022112,"TIMOTHY PARTNERS, LTD.",849589,1055 MAITLAND CENTER COMMONS, ,MAITLAND,FL,32751
1312,1022464,CAPITAL GROWTH ADVISORS LLC,849595,60 E. 42ND STREET,SUITE 5310,NEW YORK,NY,10165
1313,1022465,UBS FUND SERVICES (USA) LLC,849596,"10 STATE HOUSE SQUARE, 15TH FLOOR", ,HARTFORD,CT,06103-3604
1314,1023414,"HAMILTON MILLER INVESTMENTS, LLC",849621,"6860 SOUTH YOSEMITE COURT, SUITE 2000", ,CENTENNIAL,CO,80112
1315,1023417,SEABURY SECURITIES LLC,849624,1350 AVENUE OF THE AMERICAS,31ST FLOOR,NEW YORK,NY,10019
1316,1023418,"BILL FEW SECURITIES, INC.",849625,107 MT. NEBO POINTE,SUITE 200,PITTSBURGH,PA,15237
1317,1023990,COMMERZ MARKETS LLC,849647,225 LIBERTY STREET, ,NEW YORK,NY,10281
1318,1024140,"CAROLINA FINANCIAL SECURITIES, LLC",849653,PO BOX 1076, ,BREVARD,NC,28712
1319,1024459,LINCOLN INTERNATIONAL LLC,849671,500 WEST MADISON STREET-SUITE 3900, ,CHICAGO,IL,60661
1320,1024460,"KESTRA INVESTMENT SERVICES, LLC",849672,5707 SOUTHWEST PARKWAY,"BUILDING 2, SUITE 400",AUSTIN,TX,78735
1321,1024711,REDI GLOBAL TECHNOLOGIES LLC,849673,3 TIMES SQUARE,7TH FLOOR ATTN MDORSEY,NEW YORK,NY,10036
1322,1025038,"ARVEST INVESTMENTS, INC.",849677,P.O. BOX 1515, ,LOWELL,AR,72745-1515
1323,1025040,"OBERWEIS SECURITIES, INC.",849679,3333 WARRENVILLE ROAD,SUITE 500,LISLE,IL,60532
1324,1025827,HAYWOOD SECURITIES (USA) INC.,849696,200 BURRARD ST,SUITE 700,"VANCOUVER, BC",A1,V6C 3L6
1325,1025942,"CUSO FINANCIAL SERVICES, L.P.",849711,"10150 MEANLEY DRIVE, 1ST FLOOR", ,SAN DIEGO,CA,92131
1326,1026100,"GARRY PIERCE FINANCIAL SERVICES, LLP",849718,"1929 N. WASHINGTON ST., SUITE H", ,BISMARCK,ND,58501
1327,1026209,"FORTUNE FINANCIAL SERVICES, INC.",849727,P.O. BOX 238, ,MONACA,PA,15061
1328,1026580,"SECURE PLANNING, INC.",849737,42 MIDDLE STREET, ,PORTSMOUTH,NH,03801
1329,1026583,"G.W. SHERWOLD ASSOCIATES, INC",849740,22994 EL TORO ROAD, ,LAKE FOREST,CA,92630
1330,1026770,"SUNBELT SECURITIES, INC.",849748,2700 POST OAK BLVD STE 1700,SUITE 600,HOUSTON,TX,77056
1331,1026772,"ACCESS INVESTMENTS, INC.",849750,"6440 AVONDAL DRIVE, SUITE 210", ,OKLAHOMA CITY,OK,73116-2000
1332,1027272,"AETHLON CAPITAL, L.L.C",849765,225 SOUTH SIXTH ST.,SUITE 1790,MINNEAPOLIS,MN,55402
1333,1028553,DOUGALL & ASSOCIATES INC.,849806,111 W. JACKSON BLVD SUITE 1700 OFC 17031, ,CHICAGO,IL,60604
1334,1028562,"IBN FINANCIAL SERVICES, INC.",849815,P.O. BOX 2365, ,LIVERPOOL,NY,13089
1335,1028771,"SECOND STREET SECURITIES, INC.",849829,21860 BURBANK BLVD.,SUITE 150,WOODLAND HILLS,CA,91367
1336,1028772,EVERCORE GROUP L.L.C.,849830,55 EAST 52ND STREET,38TH FLOOR,NEW YORK,NY,10055
1337,1030411,"SIEBERT WILLIAMS SHANK & CO., LLC",849877,"1999 HARRISON ST, SUITE 2720", ,OAKLAND,CA,94612
1338,1030414,"LIEBLONG & ASSOCIATES, INC.",849880,P.O. BOX 24520, ,LITTLE ROCK,AR,72221
1339,1030869,"NAVAID FINANCIAL SERVICES, INC.",849897,1520 LOCUST ST.,FL. 12,PHILADELPHIA,PA,19102
1340,1032188,MDB CAPITAL GROUP LLC,849951,2425 CEDAR SPRINGS ROAD,12TH FLOOR,DALLAS,TX,75201
1341,1034262,TRADEWEB L.L.C,849994,1177 AVENUE OF THE AMERICAS,2200 PLAZA FIVE,NEW YORK,NY,10036
1342,1034263,"ROGAN & ASSOCIATES, INC.",849995,200 9TH AVENUE. NORTH,SUITE 100,SAFETY HARBOR,FL,34695-3500
1343,1034635,"SOUTH ATLANTIC ENTERPRISES, INC.",850006,6135 PARK SOUTH DRIVE,SUITE 510,CHARLOTTE,NC,28210
1344,1034830,"TRIPLETREE, LLC",850015,3600 MINNESOTA DRIVE,SUITE 200,EDINA,MN,55435
1345,1034945,"VALIC FINANCIAL ADVISORS, INC.",850018,2919 ALLEN PARKWAY,L3-20,HOUSTON,TX,77019-2158
1346,1035114,"AFFILIATED BANKERS CAPITAL, L.L.C.",850032,901 SOUTH MOPAC EXPRESSWAY,"BARTON OAKS PLAZA V, SUITE 140",AUSTIN,TX,78746
1347,1035342,"POLAR INVESTMENT COUNSEL, INC.",850039,19547 210TH AVE NE, ,THIEF RIVER FALLS,MN,56701
1348,1035344,"UHLMANN PRICE SECURITIES, LLC",850041,303 WEST MADISON ST,SUITE 1700,CHICAGO,IL,60606
1349,1035474,"CAROLINA SECURITIES, INC.",850043,8400 HARBISON WAY,124701,RALEIGH,NC,27615
1350,1036451,"DOMINION PARTNERS, L.C.",850074,"4801COX ROAD, STE 104", ,GLEN ALLEN,VA,23060
1351,1036459,"THE OAK RIDGE FINANCIAL SERVICES GROUP, INC.",850082,"701 XENIA AVE. SOUTH, SUITE 100", ,GOLDEN VALLEY,MN,55416-1089
1352,1037029,"FINANCIAL SECURITY MANAGEMENT, INCORPORATED",850094,575 LYNNHAVEN PARKWAY,SUITE 310,VIRGINIA BEACH,VA,23452
1353,1037719,"CAMPBELL FINANCIAL SERVICES, LLC",850119,2850 QUARRY LAKE DRIVE,SUITE 770,BALTIMORE,MD,21209
1354,1037727,"SOUTHEAST INVESTMENTS, N.C., INC.",850127,820 TYVOLA ROAD-SUITE 104, ,CHARLOTTE,NC,28217
1355,1037728,STATE FARM VP MANAGEMENT CORP.,850128,ONE STATE FARM PLAZA, ,BLOOMINGTON,IL,61710-0001
1356,1038016,LOOP CAPITAL MARKETS LLC,850140,111 WEST JACKSON BOULEVARD,SUITE 1901,CHICAGO,IL,60604
1357,1038158,FOUR POINTS CAPITAL PARTNERS LLC,850162,55A E. RIDGEWOOD AVENUE,SUITE 12,RIDGEWOOD,NJ,07450
1358,1038485,"GRIFFIN SECURITIES, INC.",850186,17 STATE STREET, ,NEW YORK,NY,10004
1359,1038620,"PRINCIPAL FUNDS DISTRIBUTOR, INC.",850200,620 COOLIDGE DR.,SUITE 300,FOLSOM,CA,95630
1360,1038677,FLORIDA ATLANTIC SECURITIES CORP.,850205,9130 SOUTH HIGHDADELAND BLVD,SUITE 160,MIAMI,FL,33156
1361,1038993,"M HOLDINGS SECURITIES, INC.",850214,P.O. BOX 2207, ,PORTLAND,OR,97208-2207
1362,1039235,"WESBANCO SECURITIES, INC.",850220,1 BANK PLAZA, ,WHEELING,WV,26003
1363,1039845,"PERICULUM ADVISORS, LLC.",850240,4 CARTER GREEN,SUITE 200,CARMEL,IN,46032
1364,1039846,"SALEM PARTNERS, LLC",850241,11111 SANTA MONICA BOULEVARD,SUITE 2250,LOS ANGELES,CA,90025
1365,1040682,"FERGHANA SECURITIES, INC.",850270,420 LEXINGTON AVENUE - SUITE 2740, ,NEW YORK,NY,10170
