ID_RSSD_SUCCESSOR,TRNSFM_CD,DT_TRANS
388490,Charter Discontinued (Merger or Purchase & Assumption),2
2750242,Charter Discontinued (Merger or Purchase & Assumption),2
308087,Charter Discontinued (Merger or Purchase & Assumption),2
389095,Charter Discontinued (Merger or Purchase & Assumption),2
2749349,Charter Discontinued (Merger or Purchase & Assumption),2
389732,Charter Discontinued (Merger or Purchase & Assumption),2
389778,Charter Discontinued (Merger or Purchase & Assumption),2
169578,Charter Discontinued (Merger or Purchase & Assumption),2
385891,Charter Discontinued (Merger or Purchase & Assumption),2
385592,Charter Discontinued (Merger or Purchase & Assumption),2
385471,Charter Discontinued (Merger or Purchase & Assumption),2
383495,Charter Discontinued (Merger or Purchase & Assumption),2
119685,Charter Discontinued (Merger or Purchase & Assumption),2
167574,"Failure, Government Assistance Provided",2
167631,Charter Discontinued (Merger or Purchase & Assumption),2
119452,"Failure, Government Assistance Provided",2
2758538,Charter Discontinued (Merger or Purchase & Assumption),2
168188,Charter Discontinued (Merger or Purchase & Assumption),2
3852040,Charter Discontinued (Merger or Purchase & Assumption),2
382573,Charter Discontinued (Merger or Purchase & Assumption),2
382667,"Failure, Government Assistance Provided",2
168245,Charter Discontinued (Merger or Purchase & Assumption),2
118549,Charter Discontinued (Merger or Purchase & Assumption),2
2756909,Charter Discontinued (Merger or Purchase & Assumption),2
2963332,Charter Discontinued (Merger or Purchase & Assumption),2
383486,Charter Discontinued (Merger or Purchase & Assumption),2
383954,Charter Discontinued (Merger or Purchase & Assumption),2
117029,Charter Discontinued (Merger or Purchase & Assumption),2
384214,Charter Discontinued (Merger or Purchase & Assumption),2
2754156,Charter Discontinued (Merger or Purchase & Assumption),2
3530786,Charter Discontinued (Merger or Purchase & Assumption),2
2753869,Charter Discontinued (Merger or Purchase & Assumption),2
117999,Charter Discontinued (Merger or Purchase & Assumption),2
3866805,Charter Discontinued (Merger or Purchase & Assumption),2
117672,Charter Discontinued (Merger or Purchase & Assumption),2
3867147,Charter Discontinued (Merger or Purchase & Assumption),2
309495,Charter Discontinued (Merger or Purchase & Assumption),2
168731,Charter Discontinued (Merger or Purchase & Assumption),2
2966614,Charter Discontinued (Merger or Purchase & Assumption),2
2752022,Charter Discontinued (Merger or Purchase & Assumption),2
309150,Charter Discontinued (Merger or Purchase & Assumption),2
385387,Charter Discontinued (Merger or Purchase & Assumption),2
389992,Charter Discontinued (Merger or Purchase & Assumption),2
390297,Charter Discontinued (Merger or Purchase & Assumption),2
161394,Charter Discontinued (Merger or Purchase & Assumption),2
2735463,Charter Discontinued (Merger or Purchase & Assumption),2
2977629,Charter Discontinued (Merger or Purchase & Assumption),2
3914612,Charter Discontinued (Merger or Purchase & Assumption),2
2735146,Charter Discontinued (Merger or Purchase & Assumption),2
305273,Charter Discontinued (Merger or Purchase & Assumption),2
112275,Charter Discontinued (Merger or Purchase & Assumption),2
112293,Charter Discontinued (Merger or Purchase & Assumption),2
305394,Charter Discontinued (Merger or Purchase & Assumption),2
3898673,Charter Discontinued (Merger or Purchase & Assumption),2
112583,Charter Discontinued (Merger or Purchase & Assumption),2
394585,Charter Discontinued (Merger or Purchase & Assumption),2
171179,Charter Discontinued (Merger or Purchase & Assumption),2
112855,Charter Discontinued (Merger or Purchase & Assumption),2
2976396,Charter Discontinued (Merger or Purchase & Assumption),2
112855,Sale of Assets,2
3486623,Charter Discontinued (Merger or Purchase & Assumption),2
3918898,Charter Discontinued (Merger or Purchase & Assumption),2
111894,Charter Discontinued (Merger or Purchase & Assumption),2
3919738,Charter Discontinued (Merger or Purchase & Assumption),2
395377,Charter Discontinued (Merger or Purchase & Assumption),2
395555,Charter Discontinued (Merger or Purchase & Assumption),2
110879,Charter Discontinued (Merger or Purchase & Assumption),2
2733263,Charter Discontinued (Merger or Purchase & Assumption),2
3920547,Charter Discontinued (Merger or Purchase & Assumption),2
2978831,Charter Discontinued (Merger or Purchase & Assumption),2
304557,"Failure, Government Assistance Provided",2
3923164,Charter Discontinued (Merger or Purchase & Assumption),2
2979212,Charter Discontinued (Merger or Purchase & Assumption),2
110477,Charter Discontinued (Merger or Purchase & Assumption),2
397175,"Failure, Government Assistance Provided",2
110299,Charter Discontinued (Merger or Purchase & Assumption),2
109994,Charter Discontinued (Merger or Purchase & Assumption),2
112994,Charter Discontinued (Merger or Purchase & Assumption),2
170716,Charter Discontinued (Merger or Purchase & Assumption),2
393739,Charter Discontinued (Merger or Purchase & Assumption),2
3488681,Charter Discontinued (Merger or Purchase & Assumption),2
2749068,Charter Discontinued (Merger or Purchase & Assumption),2
2748995,Charter Discontinued (Merger or Purchase & Assumption),2
2748986,Charter Discontinued (Merger or Purchase & Assumption),2
2748687,Charter Discontinued (Merger or Purchase & Assumption),2
2747859,Charter Discontinued (Merger or Purchase & Assumption),2
169756,"Failure, Government Assistance Provided",2
114671,Charter Discontinued (Merger or Purchase & Assumption),2
2746290,Charter Discontinued (Merger or Purchase & Assumption),2
307679,Charter Discontinued (Merger or Purchase & Assumption),2
391481,Charter Discontinued (Merger or Purchase & Assumption),2
114390,Charter Discontinued (Merger or Purchase & Assumption),2
3489035,Charter Discontinued (Merger or Purchase & Assumption),2
114260,Charter Discontinued (Merger or Purchase & Assumption),2
391632,Charter Discontinued (Merger or Purchase & Assumption),2
306896,Charter Discontinued (Merger or Purchase & Assumption),2
306597,Charter Discontinued (Merger or Purchase & Assumption),2
3488654,Charter Discontinued (Merger or Purchase & Assumption),2
114194,Charter Discontinued (Merger or Purchase & Assumption),2
392077,"Failure, Government Assistance Provided",2
2743244,Charter Discontinued (Merger or Purchase & Assumption),2
392198,Charter Discontinued (Merger or Purchase & Assumption),2
3904248,Charter Discontinued (Merger or Purchase & Assumption),2
170109,"Failure, Government Assistance Provided",2
113740,Charter Discontinued (Merger or Purchase & Assumption),2
2742201,Charter Discontinued (Merger or Purchase & Assumption),2
170293,Charter Discontinued (Merger or Purchase & Assumption),2
393056,Charter Discontinued (Merger or Purchase & Assumption),2
170378,Charter Discontinued (Merger or Purchase & Assumption),2
393337,Charter Discontinued (Merger or Purchase & Assumption),2
393403,Charter Discontinued (Merger or Purchase & Assumption),2
3846629,Charter Discontinued (Merger or Purchase & Assumption),2
381343,"Failure, Government Assistance Provided",2
167574,Charter Discontinued (Merger or Purchase & Assumption),2
2944818,Charter Discontinued (Merger or Purchase & Assumption),2
3823657,Charter Discontinued (Merger or Purchase & Assumption),2
370392,Charter Discontinued (Merger or Purchase & Assumption),2
129497,Charter Discontinued (Merger or Purchase & Assumption),2
370271,Charter Discontinued (Merger or Purchase & Assumption),2
370020,Charter Discontinued (Merger or Purchase & Assumption),2
369976,Charter Discontinued (Merger or Purchase & Assumption),2
369752,Charter Discontinued (Merger or Purchase & Assumption),2
3536407,Charter Discontinued (Merger or Purchase & Assumption),2
129965,"Failure, Government Assistance Provided",2
368988,Charter Discontinued (Merger or Purchase & Assumption),2
2944274,Charter Discontinued (Merger or Purchase & Assumption),2
130073,Charter Discontinued (Merger or Purchase & Assumption),2
316523,"Failure, Government Assistance Provided",2
368634,Charter Discontinued (Merger or Purchase & Assumption),2
129394,Charter Discontinued (Merger or Purchase & Assumption),2
3823929,Charter Discontinued (Merger or Purchase & Assumption),2
163763,Charter Discontinued (Merger or Purchase & Assumption),2
2782391,Charter Discontinued (Merger or Purchase & Assumption),2
315272,Charter Discontinued (Merger or Purchase & Assumption),2
128904,"Failure, Government Assistance Provided",2
2780717,Charter Discontinued (Merger or Purchase & Assumption),2
2777650,Charter Discontinued (Merger or Purchase & Assumption),2
163857,Charter Discontinued (Merger or Purchase & Assumption),2
128838,Charter Discontinued (Merger or Purchase & Assumption),2
371924,Charter Discontinued (Merger or Purchase & Assumption),2
315085,Charter Discontinued (Merger or Purchase & Assumption),2
372088,Charter Discontinued (Merger or Purchase & Assumption),2
164032,Charter Discontinued (Merger or Purchase & Assumption),2
128481,Charter Discontinued (Merger or Purchase & Assumption),2
314837,Charter Discontinued (Merger or Purchase & Assumption),2
2770660,Charter Discontinued (Merger or Purchase & Assumption),2
316792,Charter Discontinued (Merger or Purchase & Assumption),2
368371,Charter Discontinued (Merger or Purchase & Assumption),2
316840,"Failure, Government Assistance Provided",2
2803942,Charter Discontinued (Merger or Purchase & Assumption),2
132442,Charter Discontinued (Merger or Purchase & Assumption),2
132394,Charter Discontinued (Merger or Purchase & Assumption),2
319074,Charter Discontinued (Merger or Purchase & Assumption),2
3570755,Charter Discontinued (Merger or Purchase & Assumption),2
161684,Charter Discontinued (Merger or Purchase & Assumption),2
318778,Charter Discontinued (Merger or Purchase & Assumption),2
2805544,Charter Discontinued (Merger or Purchase & Assumption),2
318684,Charter Discontinued (Merger or Purchase & Assumption),2
3570746,Charter Discontinued (Merger or Purchase & Assumption),2
131481,Charter Discontinued (Merger or Purchase & Assumption),2
365455,Charter Discontinued (Merger or Purchase & Assumption),2
318237,Charter Discontinued (Merger or Purchase & Assumption),2
365884,Charter Discontinued (Merger or Purchase & Assumption),2
2804136,Charter Discontinued (Merger or Purchase & Assumption),2
2803719,Charter Discontinued (Merger or Purchase & Assumption),2
368308,"Failure, Government Assistance Provided",2
366443,Charter Discontinued (Merger or Purchase & Assumption),2
317687,Charter Discontinued (Merger or Purchase & Assumption),2
2802646,Charter Discontinued (Merger or Purchase & Assumption),2
367075,Charter Discontinued (Merger or Purchase & Assumption),2
162382,Charter Discontinued (Merger or Purchase & Assumption),2
367383,Charter Discontinued (Merger or Purchase & Assumption),2
367392,Charter Discontinued (Merger or Purchase & Assumption),2
367495,Charter Discontinued (Merger or Purchase & Assumption),2
3820272,Charter Discontinued (Merger or Purchase & Assumption),2
130475,Charter Discontinued (Merger or Purchase & Assumption),2
2797498,Charter Discontinued (Merger or Purchase & Assumption),2
3558726,Charter Discontinued (Merger or Purchase & Assumption),2
368175,Charter Discontinued (Merger or Purchase & Assumption),2
3821037,Charter Discontinued (Merger or Purchase & Assumption),2
372538,"Failure, Government Assistance Provided",2
164658,"Failure, Government Assistance Provided",2
372930,"Failure, Government Assistance Provided",2
3842658,Charter Discontinued (Merger or Purchase & Assumption),2
2958972,Charter Discontinued (Merger or Purchase & Assumption),2
311845,"Failure, Government Assistance Provided",2
378156,Charter Discontinued (Merger or Purchase & Assumption),2
124148,Charter Discontinued (Merger or Purchase & Assumption),2
378651,Charter Discontinued (Merger or Purchase & Assumption),2
123253,Charter Discontinued (Merger or Purchase & Assumption),2
165897,Charter Discontinued (Merger or Purchase & Assumption),2
122658,Charter Discontinued (Merger or Purchase & Assumption),2
378802,Charter Discontinued (Merger or Purchase & Assumption),2
166081,Charter Discontinued (Merger or Purchase & Assumption),2
2762085,Charter Discontinued (Merger or Purchase & Assumption),2
122180,Charter Discontinued (Merger or Purchase & Assumption),2
166399,Charter Discontinued (Merger or Purchase & Assumption),2
379359,Charter Discontinued (Merger or Purchase & Assumption),2
379573,Charter Discontinued (Merger or Purchase & Assumption),2
377757,"Failure, Government Assistance Provided",2
379582,Charter Discontinued (Merger or Purchase & Assumption),2
121709,Charter Discontinued (Merger or Purchase & Assumption),2
3843507,Charter Discontinued (Merger or Purchase & Assumption),2
380001,Charter Discontinued (Merger or Purchase & Assumption),2
380458,Charter Discontinued (Merger or Purchase & Assumption),2
380588,Charter Discontinued (Merger or Purchase & Assumption),2
3540338,Charter Discontinued (Merger or Purchase & Assumption),2
311050,"Failure, Government Assistance Provided",2
120953,Charter Discontinued (Merger or Purchase & Assumption),2
380672,Charter Discontinued (Merger or Purchase & Assumption),2
120887,Charter Discontinued (Merger or Purchase & Assumption),2
3536827,Charter Discontinued (Merger or Purchase & Assumption),2
167471,Charter Discontinued (Merger or Purchase & Assumption),2
120542,Charter Discontinued (Merger or Purchase & Assumption),2
165598,Charter Discontinued (Merger or Purchase & Assumption),2
2763626,Charter Discontinued (Merger or Purchase & Assumption),2
2769589,Charter Discontinued (Merger or Purchase & Assumption),2
375409,Charter Discontinued (Merger or Purchase & Assumption),2
373197,Charter Discontinued (Merger or Purchase & Assumption),2
2769150,Charter Discontinued (Merger or Purchase & Assumption),2
164788,Charter Discontinued (Merger or Purchase & Assumption),2
128089,Charter Discontinued (Merger or Purchase & Assumption),2
373795,Charter Discontinued (Merger or Purchase & Assumption),2
373843,Charter Discontinued (Merger or Purchase & Assumption),2
374091,Charter Discontinued (Merger or Purchase & Assumption),2
374233,Charter Discontinued (Merger or Purchase & Assumption),2
127970,Charter Discontinued (Merger or Purchase & Assumption),2
374345,"Failure, Government Assistance Provided",2
127493,Charter Discontinued (Merger or Purchase & Assumption),2
374792,Charter Discontinued (Merger or Purchase & Assumption),2
374886,Charter Discontinued (Merger or Purchase & Assumption),2
165066,Charter Discontinued (Merger or Purchase & Assumption),2
313371,Charter Discontinued (Merger or Purchase & Assumption),2
377056,Charter Discontinued (Merger or Purchase & Assumption),2
375409,"Failure, Government Assistance Provided",2
126740,Charter Discontinued (Merger or Purchase & Assumption),2
126553,Charter Discontinued (Merger or Purchase & Assumption),2
2765956,Charter Discontinued (Merger or Purchase & Assumption),2
2764977,Charter Discontinued (Merger or Purchase & Assumption),2
3831522,Charter Discontinued (Merger or Purchase & Assumption),2
312954,"Failure, Government Assistance Provided",2
312794,Charter Discontinued (Merger or Purchase & Assumption),2
125499,Charter Discontinued (Merger or Purchase & Assumption),2
2956138,Charter Discontinued (Merger or Purchase & Assumption),2
376273,"Failure, Government Assistance Provided",2
376442,Charter Discontinued (Merger or Purchase & Assumption),2
376590,Charter Discontinued (Merger or Purchase & Assumption),2
312244,Charter Discontinued (Merger or Purchase & Assumption),2
272302,Charter Discontinued (Merger or Purchase & Assumption),2
2897455,Charter Discontinued (Merger or Purchase & Assumption),2
4617022,Charter Discontinued (Merger or Purchase & Assumption),2
542153,Charter Discontinued (Merger or Purchase & Assumption),2
2349860,Charter Discontinued (Merger or Purchase & Assumption),2
542096,Charter Discontinued (Merger or Purchase & Assumption),2
3292253,Charter Discontinued (Merger or Purchase & Assumption),2
2349703,Charter Discontinued (Merger or Purchase & Assumption),2
504713,Sale of Assets,2
3290884,Charter Discontinued (Merger or Purchase & Assumption),2
504843,Charter Discontinued (Merger or Purchase & Assumption),2
238803,Charter Discontinued (Merger or Purchase & Assumption),2
504898,Charter Discontinued (Merger or Purchase & Assumption),2
504955,Charter Discontinued (Merger or Purchase & Assumption),2
3188589,Charter Discontinued (Merger or Purchase & Assumption),2
3143805,Charter Discontinued (Merger or Purchase & Assumption),2
3234093,Charter Discontinued (Merger or Purchase & Assumption),2
541697,Charter Discontinued (Merger or Purchase & Assumption),2
2346195,Charter Discontinued (Merger or Purchase & Assumption),2
206633,Charter Discontinued (Merger or Purchase & Assumption),2
505550,Charter Discontinued (Merger or Purchase & Assumption),2
12311,"Failure, Government Assistance Provided",2
3144419,Charter Discontinued (Merger or Purchase & Assumption),2
3144585,Charter Discontinued (Merger or Purchase & Assumption),2
506230,Charter Discontinued (Merger or Purchase & Assumption),2
12405,Charter Discontinued (Merger or Purchase & Assumption),2
506342,"Failure, Government Assistance Provided",2
207199,Charter Discontinued (Merger or Purchase & Assumption),2
541642,Charter Discontinued (Merger or Purchase & Assumption),2
3292598,Charter Discontinued (Merger or Purchase & Assumption),2
221476,Charter Discontinued (Merger or Purchase & Assumption),2
512679,Charter Discontinued (Merger or Purchase & Assumption),2
2351050,Charter Discontinued (Merger or Purchase & Assumption),2
39309,Charter Discontinued (Merger or Purchase & Assumption),2
542489,Charter Discontinued (Merger or Purchase & Assumption),2
501459,Charter Discontinued (Merger or Purchase & Assumption),2
38991,Charter Discontinued (Merger or Purchase & Assumption),2
38487,Charter Discontinued (Merger or Purchase & Assumption),2
4585671,Charter Discontinued (Merger or Purchase & Assumption),2
37994,Charter Discontinued (Merger or Purchase & Assumption),2
542470,"Failure, Government Assistance Provided",2
502072,Charter Discontinued (Merger or Purchase & Assumption),2
2352507,Charter Discontinued (Merger or Purchase & Assumption),2
37855,"Failure, Government Assistance Provided",2
4590170,Charter Discontinued (Merger or Purchase & Assumption),2
37499,Charter Discontinued (Merger or Purchase & Assumption),2
3189906,Charter Discontinued (Merger or Purchase & Assumption),2
37408,Charter Discontinued (Merger or Purchase & Assumption),2
205878,Charter Discontinued (Merger or Purchase & Assumption),2
542377,Charter Discontinued (Merger or Purchase & Assumption),2
221533,Charter Discontinued (Merger or Purchase & Assumption),2
542180,Charter Discontinued (Merger or Purchase & Assumption),2
503341,Charter Discontinued (Merger or Purchase & Assumption),2
503396,Charter Discontinued (Merger or Purchase & Assumption),2
238698,Charter Discontinued (Merger or Purchase & Assumption),2
206044,"Failure, Government Assistance Provided",2
503462,"Failure, Government Assistance Provided",2
503837,Charter Discontinued (Merger or Purchase & Assumption),2
3188365,Charter Discontinued (Merger or Purchase & Assumption),2
207537,Charter Discontinued (Merger or Purchase & Assumption),2
506584,Charter Discontinued (Merger or Purchase & Assumption),2
35495,Charter Discontinued (Merger or Purchase & Assumption),2
3237544,Charter Discontinued (Merger or Purchase & Assumption),2
33389,Charter Discontinued (Merger or Purchase & Assumption),2
33286,Charter Discontinued (Merger or Purchase & Assumption),2
540056,Charter Discontinued (Merger or Purchase & Assumption),2
509950,"Failure, Government Assistance Provided",2
33192,Charter Discontinued (Merger or Purchase & Assumption),2
208936,Charter Discontinued (Merger or Purchase & Assumption),2
209148,Charter Discontinued (Merger or Purchase & Assumption),2
510581,Charter Discontinued (Merger or Purchase & Assumption),2
510648,Charter Discontinued (Merger or Purchase & Assumption),2
3278239,Charter Discontinued (Merger or Purchase & Assumption),2
510693,Charter Discontinued (Merger or Purchase & Assumption),2
510778,Charter Discontinued (Merger or Purchase & Assumption),2
539939,Charter Discontinued (Merger or Purchase & Assumption),2
510938,Charter Discontinued (Merger or Purchase & Assumption),2
32896,Charter Discontinued (Merger or Purchase & Assumption),2
510938,"Failure, Government Assistance Provided",2
2330895,Charter Discontinued (Merger or Purchase & Assumption),2
511485,Charter Discontinued (Merger or Purchase & Assumption),2
209335,Charter Discontinued (Merger or Purchase & Assumption),2
511618,Charter Discontinued (Merger or Purchase & Assumption),2
2330774,Charter Discontinued (Merger or Purchase & Assumption),2
3274772,Charter Discontinued (Merger or Purchase & Assumption),2
3153242,Charter Discontinued (Merger or Purchase & Assumption),2
218878,Charter Discontinued (Merger or Purchase & Assumption),2
3237085,Charter Discontinued (Merger or Purchase & Assumption),2
509213,Charter Discontinued (Merger or Purchase & Assumption),2
240271,Charter Discontinued (Merger or Purchase & Assumption),2
35392,Charter Discontinued (Merger or Purchase & Assumption),2
239172,Charter Discontinued (Merger or Purchase & Assumption),2
239275,Charter Discontinued (Merger or Purchase & Assumption),2
2226372,"Failure, Government Assistance Provided",2
220059,Charter Discontinued (Merger or Purchase & Assumption),2
507255,Charter Discontinued (Merger or Purchase & Assumption),2
3282852,Charter Discontinued (Merger or Purchase & Assumption),2
219389,Charter Discontinued (Merger or Purchase & Assumption),2
507330,Charter Discontinued (Merger or Purchase & Assumption),2
239752,Charter Discontinued (Merger or Purchase & Assumption),2
507899,Charter Discontinued (Merger or Purchase & Assumption),2
239873,Charter Discontinued (Merger or Purchase & Assumption),2
13055,Charter Discontinued (Merger or Purchase & Assumption),2
33857,Charter Discontinued (Merger or Purchase & Assumption),2
13103,Charter Discontinued (Merger or Purchase & Assumption),2
540373,Charter Discontinued (Merger or Purchase & Assumption),2
252706,Charter Discontinued (Merger or Purchase & Assumption),2
2227575,"Failure, Government Assistance Provided",2
3186866,Charter Discontinued (Merger or Purchase & Assumption),2
508654,Charter Discontinued (Merger or Purchase & Assumption),2
2340193,Charter Discontinued (Merger or Purchase & Assumption),2
4606165,Charter Discontinued (Merger or Purchase & Assumption),2
4606688,Charter Discontinued (Merger or Purchase & Assumption),2
240208,Charter Discontinued (Merger or Purchase & Assumption),2
4607359,Charter Discontinued (Merger or Purchase & Assumption),2
3137466,Charter Discontinued (Merger or Purchase & Assumption),2
4573678,Charter Discontinued (Merger or Purchase & Assumption),2
39420,Charter Discontinued (Merger or Purchase & Assumption),2
3297650,Charter Discontinued (Merger or Purchase & Assumption),2
9115,Charter Discontinued (Merger or Purchase & Assumption),2
9375,Charter Discontinued (Merger or Purchase & Assumption),2
43276,Charter Discontinued (Merger or Purchase & Assumption),2
257158,Charter Discontinued (Merger or Purchase & Assumption),2
236667,Charter Discontinued (Merger or Purchase & Assumption),2
2390013,Charter Discontinued (Merger or Purchase & Assumption),2
2389763,Charter Discontinued (Merger or Purchase & Assumption),2
494298,Charter Discontinued (Merger or Purchase & Assumption),2
2388917,Charter Retained (Merger or Purchase & Assumption),2
43098,Charter Discontinued (Merger or Purchase & Assumption),2
532958,"Failure, Government Assistance Provided",2
42989,Charter Discontinued (Merger or Purchase & Assumption),2
546058,"Failure, Government Assistance Provided",2
495857,"Failure, Government Assistance Provided",2
2380425,Charter Discontinued (Merger or Purchase & Assumption),2
4535283,Charter Discontinued (Merger or Purchase & Assumption),2
496694,Charter Discontinued (Merger or Purchase & Assumption),2
2214052,Charter Discontinued (Merger or Purchase & Assumption),2
204358,Charter Discontinued (Merger or Purchase & Assumption),2
496733,Charter Discontinued (Merger or Purchase & Assumption),2
256777,Charter Discontinued (Merger or Purchase & Assumption),2
42484,Charter Discontinued (Merger or Purchase & Assumption),2
10081,Charter Discontinued (Merger or Purchase & Assumption),2
496975,Charter Discontinued (Merger or Purchase & Assumption),2
2214052,"Failure, Government Assistance Provided",2
3131633,Charter Discontinued (Merger or Purchase & Assumption),2
493282,Charter Discontinued (Merger or Purchase & Assumption),2
2210849,Charter Discontinued (Merger or Purchase & Assumption),2
43379,"Failure, Government Assistance Provided",2
236292,Charter Discontinued (Merger or Purchase & Assumption),2
491756,Charter Discontinued (Merger or Purchase & Assumption),2
491756,"Failure, Government Assistance Provided",2
2200765,Charter Discontinued (Merger or Purchase & Assumption),2
3197545,Charter Discontinued (Merger or Purchase & Assumption),2
491774,Charter Discontinued (Merger or Purchase & Assumption),2
2203300,Charter Discontinued (Merger or Purchase & Assumption),2
491970,Charter Discontinued (Merger or Purchase & Assumption),2
547998,Charter Discontinued (Merger or Purchase & Assumption),2
43874,Charter Discontinued (Merger or Purchase & Assumption),2
2395474,Charter Discontinued (Merger or Purchase & Assumption),2
547578,Charter Discontinued (Merger or Purchase & Assumption),2
4532442,Charter Discontinued (Merger or Purchase & Assumption),2
547279,Charter Discontinued (Merger or Purchase & Assumption),2
236519,Charter Discontinued (Merger or Purchase & Assumption),2
257411,Charter Discontinued (Merger or Purchase & Assumption),2
257233,Charter Discontinued (Merger or Purchase & Assumption),2
492650,Charter Discontinued (Merger or Purchase & Assumption),2
43351,Charter Discontinued (Merger or Purchase & Assumption),2
2392231,Charter Discontinued (Merger or Purchase & Assumption),2
493152,Charter Discontinued (Merger or Purchase & Assumption),2
5169331,Charter Discontinued (Merger or Purchase & Assumption),2
3229473,Charter Discontinued (Merger or Purchase & Assumption),2
2210607,Charter Discontinued (Merger or Purchase & Assumption),2
237066,Charter Discontinued (Merger or Purchase & Assumption),2
205047,Charter Discontinued (Merger or Purchase & Assumption),2
501383,Charter Discontinued (Merger or Purchase & Assumption),2
497057,Charter Discontinued (Merger or Purchase & Assumption),2
205337,Charter Discontinued (Merger or Purchase & Assumption),2
544296,Charter Discontinued (Merger or Purchase & Assumption),2
2358769,Charter Discontinued (Merger or Purchase & Assumption),2
255136,Charter Discontinued (Merger or Purchase & Assumption),2
40453,Charter Discontinued (Merger or Purchase & Assumption),2
254997,Charter Discontinued (Merger or Purchase & Assumption),2
222053,Charter Discontinued (Merger or Purchase & Assumption),2
221962,"Failure, Government Assistance Provided",2
543682,Charter Discontinued (Merger or Purchase & Assumption),2
543673,Charter Discontinued (Merger or Purchase & Assumption),2
2356765,Charter Discontinued (Merger or Purchase & Assumption),2
500386,Charter Discontinued (Merger or Purchase & Assumption),2
2356523,Charter Discontinued (Merger or Purchase & Assumption),2
543253,Charter Discontinued (Merger or Purchase & Assumption),2
40042,Charter Discontinued (Merger or Purchase & Assumption),2
39989,Charter Discontinued (Merger or Purchase & Assumption),2
205494,Charter Discontinued (Merger or Purchase & Assumption),2
2223045,Charter Discontinued (Merger or Purchase & Assumption),2
39895,Charter Discontinued (Merger or Purchase & Assumption),2
254595,Charter Discontinued (Merger or Purchase & Assumption),2
39756,"Failure, Government Assistance Provided",2
2354985,"Failure, Government Assistance Provided",2
501178,Charter Discontinued (Merger or Purchase & Assumption),2
5125140,Charter Discontinued (Merger or Purchase & Assumption),2
4573650,Charter Discontinued (Merger or Purchase & Assumption),2
3193060,Charter Discontinued (Merger or Purchase & Assumption),2
2360454,Charter Discontinued (Merger or Purchase & Assumption),2
237570,Charter Discontinued (Merger or Purchase & Assumption),2
41580,Charter Discontinued (Merger or Purchase & Assumption),2
42309,Charter Discontinued (Merger or Purchase & Assumption),2
2376464,Charter Discontinued (Merger or Purchase & Assumption),2
497477,Charter Discontinued (Merger or Purchase & Assumption),2
42279,Charter Discontinued (Merger or Purchase & Assumption),2
256058,"Failure, Government Assistance Provided",2
497691,Charter Discontinued (Merger or Purchase & Assumption),2
255882,Charter Discontinued (Merger or Purchase & Assumption),2
41656,"Failure, Government Assistance Provided",2
255659,"Failure, Government Assistance Provided",2
3133637,Charter Discontinued (Merger or Purchase & Assumption),2
2372028,Charter Discontinued (Merger or Purchase & Assumption),2
498148,Charter Discontinued (Merger or Purchase & Assumption),2
499079,"Failure, Government Assistance Provided",2
2369859,Charter Discontinued (Merger or Purchase & Assumption),2
498317,Charter Discontinued (Merger or Purchase & Assumption),2
41517,Charter Discontinued (Merger or Purchase & Assumption),2
3296233,Charter Discontinued (Merger or Purchase & Assumption),2
545042,Charter Discontinued (Merger or Purchase & Assumption),2
41049,Charter Discontinued (Merger or Purchase & Assumption),2
40873,Charter Discontinued (Merger or Purchase & Assumption),2
255378,Charter Discontinued (Merger or Purchase & Assumption),2
498586,Charter Discontinued (Merger or Purchase & Assumption),2
2362074,Charter Discontinued (Merger or Purchase & Assumption),2
2361648,Charter Discontinued (Merger or Purchase & Assumption),2
14409,"Failure, Government Assistance Provided",2
512875,"Failure, Government Assistance Provided",2
236153,"Failure, Government Assistance Provided",2
2285708,Charter Discontinued (Merger or Purchase & Assumption),2
2243230,Charter Discontinued (Merger or Purchase & Assumption),2
245687,Charter Discontinued (Merger or Purchase & Assumption),2
525772,Charter Discontinued (Merger or Purchase & Assumption),2
2244545,Charter Discontinued (Merger or Purchase & Assumption),2
2277860,Charter Discontinued (Merger or Purchase & Assumption),2
214843,Charter Discontinued (Merger or Purchase & Assumption),2
526229,Charter Discontinued (Merger or Purchase & Assumption),2
18377,Charter Discontinued (Merger or Purchase & Assumption),2
526498,Charter Discontinued (Merger or Purchase & Assumption),2
217059,Charter Discontinued (Merger or Purchase & Assumption),2
245557,Charter Discontinued (Merger or Purchase & Assumption),2
2277628,Charter Discontinued (Merger or Purchase & Assumption),2
3257560,Charter Discontinued (Merger or Purchase & Assumption),2
2270834,Charter Discontinued (Merger or Purchase & Assumption),2
245379,Charter Discontinued (Merger or Purchase & Assumption),2
3255632,Charter Discontinued (Merger or Purchase & Assumption),2
527589,Charter Discontinued (Merger or Purchase & Assumption),2
3255409,Charter Discontinued (Merger or Purchase & Assumption),2
215363,Charter Discontinued (Merger or Purchase & Assumption),2
215372,Charter Discontinued (Merger or Purchase & Assumption),2
4849494,Charter Discontinued (Merger or Purchase & Assumption),2
245276,Charter Discontinued (Merger or Purchase & Assumption),2
216959,"Failure, Government Assistance Provided",2
4949303,Charter Discontinued (Merger or Purchase & Assumption),2
22972,Charter Discontinued (Merger or Purchase & Assumption),2
524887,Charter Discontinued (Merger or Purchase & Assumption),2
535379,"Failure, Government Assistance Provided",2
31992,Charter Discontinued (Merger or Purchase & Assumption),2
